GLON GLAT VLSR a b pa d_VLSR p_far cos_pa sin_pa aa bb f_avg MSXDC m_MSXDC
28.3880 -0.1130 81.2000 0.0267 0.0133 158 4.8000 -0.5 -0.9271838545667873 0.37460659341591224 0.0007111111111111113 0.0001777777777777778 0 G028.38-00.11 0
28.5120 -0.3830 45.8000 0.0300 0.0283 236 2.8000 -0.5 -0.5591929034707473 -0.8290375725550414 0.0009 0.0008027777777777777 0 G028.51-00.38 0
28.5630 -0.2320 87.0000 0.0200 0.0067 194 4.7000 -0.5 -0.9702957262759965 -0.2419218955996675 0.0004 4.444444444444445e-05 0 G028.53-00.25 a
28.6150 -0.2610 63.5000 0.0183 0.0067 185 1.7000 -0.5 -0.9961946980917455 -0.08715574274765794 0.00033611111111111114 4.444444444444445e-05 0 G028.61-00.26 0
28.6770 0.1320 79.5000 0.1217 0.0342 193 8.0000 -0.5 -0.9743700647852352 -0.22495105434386498 0.014802777777777776 0.001167361111111111 0 G028.67+00.13 0
28.7100 -0.8110 9.9000 0.0317 0.0317 91 0.6000 -0.5 -0.017452406437283473 0.9998476951563913 0.0010027777777777776 0.0010027777777777776 0 G028.71-00.81 0
28.8010 -0.5340 74.2000 0.0467 0.0283 163 6.6000 -0.5 -0.9563047559630354 0.292371704722737 0.002177777777777777 0.0008027777777777777 0 G028.80-00.53 0
28.8450 0.0490 99.8000 0.0150 0.0117 206 8.2000 -0.5 -0.8987940462991669 -0.43837114678907746 0.000225 0.00013611111111111107 0 G028.84+00.04 0
29.0930 -0.5330 80.2000 0.0550 0.0258 173 7.5000 -0.5 -0.992546151641322 0.12186934340514755 0.0030249999999999995 0.0006673611111111111 0 G029.09-00.53 0
29.1440 0.2320 80.7000 0.0550 0.0533 115 3.8000 -0.5 -0.42261826174069933 0.90630778703665 0.0030249999999999995 0.002844444444444445 0 G029.14+00.23 0
29.2120 0.0160 95.9000 0.0308 0.0150 150 5.5000 -0.5 -0.8660254037844385 0.5000000000000003 0.0009506944444444445 0.000225 0 G029.21+00.01 0
29.2380 0.0790 94.7000 0.0242 0.0183 123 7.3000 -0.5 -0.5446390350150271 0.838670567945424 0.0005840277777777777 0.00033611111111111114 0 G029.23+00.07 0
29.2860 -0.6310 64.6000 0.0133 0.0075 355 6.3000 -0.5 0.9961946980917455 -0.08715574274765832 0.0001777777777777778 5.625e-05 0 G029.27-00.71 b
29.2440 -0.6770 82.6000 0.0208 0.0067 192 3.4000 -0.5 -0.9781476007338056 -0.2079116908177595 0.00043402777777777775 4.444444444444445e-05 0 G029.27-00.71 a
29.4070 -0.6440 25.6000 0.0167 0.0142 216 0.8000 -0.5 -0.8090169943749475 -0.587785252292473 0.0002777777777777778 0.00020069444444444442 0 G029.40-00.64 0
29.5680 0.3860 27.4000 0.0575 0.0383 169 2.0000 -0.5 -0.981627183447664 0.19080899537654497 0.00330625 0.0014694444444444442 0 G029.56+00.38 0
29.9540 -0.4230 71.2000 0.0167 0.0167 95 4.9000 -0.5 -0.08715574274765801 0.9961946980917455 0.0002777777777777778 0.0002777777777777778 0 G029.95-00.42 0
30.1320 -0.6290 80.3000 0.0533 0.0383 126 2.3000 -0.5 -0.587785252292473 0.8090169943749475 0.002844444444444445 0.0014694444444444442 0 G030.13-00.62 0
30.1480 -0.0630 86.7000 0.0658 0.0433 106 4.0000 -0.5 -0.27563735581699905 0.9612616959383189 0.004334027777777779 0.001877777777777778 0 G030.14-00.06 0
30.3380 -0.4670 47.5000 0.1067 0.0283 175 1.3000 -0.5 -0.9961946980917455 0.0871557427476582 0.01137777777777778 0.0008027777777777777 0 G030.33-00.46 0
30.3580 -0.8380 74.0000 0.0167 0.0158 101 3.9000 -0.5 -0.1908089953765448 0.981627183447664 0.0002777777777777778 0.0002506944444444444 0 G030.35-00.83 0
30.5010 0.9600 50.7000 0.0142 0.0067 159 3.2000 -0.5 -0.9335804264972016 0.35836794954530066 0.00020069444444444442 4.444444444444445e-05 0 G030.50+00.95 0
30.5900 0.8220 80.8000 0.2075 0.0458 170 2.6000 -0.5 -0.9848077530122081 0.17364817766693025 0.04305625 0.002100694444444444 0 G030.58+00.82 0
30.6190 0.2410 94.0000 0.0217 0.0117 184 3.2000 -0.5 -0.9975640502598242 -0.06975647374412527 0.0004694444444444445 0.00013611111111111107 0 G030.61+00.24 0
30.7480 0.1040 91.7000 0.0233 0.0075 357 5.9000 -0.5 0.9986295347545738 -0.05233595624294437 0.0005444444444444443 5.625e-05 0 G030.71+00.14 b
30.7140 0.1880 83.5000 0.0158 0.0092 209 6.3000 -0.5 -0.8746197071393959 -0.48480962024633695 0.0002506944444444444 8.402777777777778e-05 0 G030.71+00.14 c
30.7040 0.1210 75.1000 0.0117 0.0092 305 7.3000 -0.5 0.573576436351046 -0.8191520442889918 0.00013611111111111107 8.402777777777778e-05 0 G030.71+00.14 a
30.8510 0.2100 59.7000 0.0650 0.0350 107 3.4000 -0.5 -0.29237170472273666 0.9563047559630355 0.0042250000000000005 0.0012250000000000002 0 G030.85+00.21 0
30.8900 0.1400 95.8000 0.0317 0.0233 251 6.3000 -0.5 -0.32556815445715664 -0.9455185755993168 0.0010027777777777776 0.0005444444444444443 0 G030.88+00.13 0
30.9140 0.7160 50.0000 0.0133 0.0117 129 5.3000 -0.5 -0.6293203910498373 0.7771459614569711 0.0001777777777777778 0.00013611111111111107 0 G030.91+00.71 0
30.9760 -0.1470 78.8000 0.0200 0.0183 235 6.1000 -0.5 -0.5735764363510457 -0.8191520442889921 0.0004 0.00033611111111111114 0 G030.97-00.14 0
31.0200 -0.1030 78.0000 0.0325 0.0242 239 5.9000 0.5 -0.5150380749100545 -0.8571673007021121 0.0010562500000000001 0.0005840277777777777 0 G031.02-00.10 0
31.0320 0.7700 50.8000 0.0375 0.0150 190 3.5000 -0.5 -0.9848077530122081 -0.17364817766693003 0.00140625 0.000225 0 G031.03+00.76 0
31.2250 0.0190 76.6000 0.0158 0.0125 212 6.5000 -0.5 -0.8480480961564261 -0.5299192642332048 0.0002506944444444444 0.00015625000000000003 0 G031.22+00.01 0
31.8580 -0.3640 70.6000 0.0600 0.0383 125 2.7000 -0.5 -0.5735764363510462 0.8191520442889917 0.0036 0.0014694444444444442 0 G031.85-00.36 0
31.9990 -0.5120 71.6000 0.0225 0.0175 162 2.8000 -0.5 -0.9510565162951535 0.3090169943749475 0.0005062500000000001 0.00030625000000000004 0 G031.99-00.51 0
32.0350 -0.3320 70.9000 0.0233 0.0092 210 2.0000 -0.5 -0.8660254037844388 -0.4999999999999998 0.0005444444444444443 8.402777777777778e-05 0 G032.03-00.33 0
32.1460 -0.5290 9.3000 0.0383 0.0383 91 1.4000 -0.5 -0.017452406437283473 0.9998476951563913 0.0014694444444444442 0.0014694444444444442 0 G032.14-00.52 0
32.4150 -0.1320 81.1000 0.0925 0.0592 262 5.8000 -0.5 -0.13917310096006583 -0.9902680687415703 0.00855625 0.0035006944444444443 0 G032.41-00.13 0
32.6700 0.5080 8.8000 0.0450 0.0342 211 1.2000 -0.5 -0.8571673007021123 -0.5150380749100542 0.0020250000000000003 0.001167361111111111 0 G032.66+00.50 0
32.8660 0.3190 46.8000 0.0308 0.0183 209 4.5000 -0.5 -0.8746197071393959 -0.48480962024633695 0.0009506944444444445 0.00033611111111111114 0 G032.86+00.31 0
33.9890 -0.3030 56.9000 0.0183 0.0150 248 2.9000 -0.5 -0.3746065934159123 -0.9271838545667873 0.00033611111111111114 0.000225 0 G033.98-00.30 0
34.1260 0.0660 57.4000 0.0383 0.0133 172 4.3000 -0.5 -0.9902680687415703 0.13917310096006574 0.0014694444444444442 0.0001777777777777778 0 G034.12+00.06 0
34.2850 -0.8580 59.3000 0.0158 0.0083 198 3.5000 -0.5 -0.9510565162951536 -0.3090169943749473 0.0002506944444444444 6.944444444444444e-05 0 G034.28-00.85 0
34.3460 -0.7220 13.0000 0.0233 0.0150 201 2.3000 -0.5 -0.9335804264972016 -0.35836794954530043 0.0005444444444444443 0.000225 0 G034.34-00.72 0
34.3740 -0.6530 12.4000 0.0317 0.0250 244 2.5000 -0.5 -0.43837114678907774 -0.8987940462991668 0.0010027777777777776 0.0006250000000000001 0 G034.37-00.65 0
34.3730 -0.9590 60.1000 0.1150 0.0400 250 2.4000 -0.5 -0.3420201433256685 -0.9396926207859084 0.013225 0.0016 0 G034.37-00.95 0
34.4010 -0.3440 13.1000 0.0975 0.0408 123 2.2000 -0.5 -0.5446390350150271 0.838670567945424 0.009506249999999997 0.001667361111111111 0 G034.40-00.34 0
34.4130 -0.7200 12.6000 0.0558 0.0367 221 2.6000 -0.5 -0.7547095802227721 -0.6560590289905072 0.003117361111111111 0.0013444444444444445 0 G034.41-00.71 0
34.4370 0.2450 57.1000 0.0442 0.0167 169 5.8000 -0.5 -0.981627183447664 0.19080899537654497 0.0019506944444444444 0.0002777777777777778 0 G034.43+00.24 0
34.7340 -0.1300 77.8000 0.0250 0.0200 266 7.2000 -0.5 -0.06975647374412558 -0.9975640502598242 0.0006250000000000001 0.0004 0 G034.73-00.12 0
34.7660 0.3470 53.1000 0.0383 0.0283 97 6.2000 -0.5 -0.12186934340514738 0.9925461516413221 0.0014694444444444442 0.0008027777777777777 0 G034.76+00.34 0
34.7710 -0.5570 43.5000 0.0550 0.0167 185 5.0000 -0.5 -0.9961946980917455 -0.08715574274765794 0.0030249999999999995 0.0002777777777777778 0 G034.77-00.55 0
34.8740 0.4300 52.5000 0.0600 0.0267 165 4.4000 -0.5 -0.9659258262890683 0.2588190451025206 0.0036 0.0007111111111111113 0 G034.87+00.42 0
34.8820 0.2980 52.6000 0.0725 0.0492 218 6.2000 -0.5 -0.788010753606722 -0.6156614753256582 0.00525625 0.0024173611111111114 0 G034.88+00.29 0
34.9150 0.1400 42.0000 0.0533 0.0317 133 3.4000 -0.5 -0.6819983600624984 0.7313537016191707 0.002844444444444445 0.0010027777777777776 0 G034.91+00.13 0
35.0110 -0.3490 45.0000 0.1150 0.0283 193 3.5000 -0.5 -0.9743700647852352 -0.22495105434386498 0.013225 0.0008027777777777777 0 G035.01-00.34 0
35.0480 -0.8960 34.7000 0.0200 0.0167 124 3.5000 -0.5 -0.5591929034707467 0.8290375725550418 0.0004 0.0002777777777777778 0 G035.04-00.89 0
35.0780 -0.8470 35.1000 0.0250 0.0183 143 2.9000 -0.5 -0.7986355100472929 0.6018150231520482 0.0006250000000000001 0.00033611111111111114 0 G035.07-00.84 0
35.1310 -0.6300 38.6000 0.0258 0.0242 140 1.7000 -0.5 -0.7660444431189779 0.6427876096865395 0.0006673611111111111 0.0005840277777777777 0 G035.13-00.62 0
35.1460 -0.0250 28.0000 0.0958 0.0492 173 1.4000 -0.5 -0.992546151641322 0.12186934340514755 0.009184027777777777 0.0024173611111111114 0 G035.14-00.02 0
35.1900 -0.7290 34.3000 0.0283 0.0250 144 4.9000 -0.5 -0.8090169943749473 0.5877852522924732 0.0008027777777777777 0.0006250000000000001 0 G035.19-00.72 0
35.2180 -0.7680 35.3000 0.0350 0.0233 250 4.4000 -0.5 -0.3420201433256685 -0.9396926207859084 0.0012250000000000002 0.0005444444444444443 0 G035.21-00.76 0
35.2470 -0.2660 58.9000 0.0300 0.0283 109 10.6000 -0.5 -0.32556815445715664 0.9455185755993168 0.0009 0.0008027777777777777 0 G035.24-00.26 0
35.2490 -0.8030 36.2000 0.0258 0.0183 121 4.2000 -0.5 -0.5150380749100542 0.8571673007021123 0.0006673611111111111 0.00033611111111111114 0 G035.24-00.80 0
35.2670 -0.7470 36.2000 0.0175 0.0167 138 4.2000 -0.5 -0.7431448254773944 0.669130606358858 0.00030625000000000004 0.0002777777777777778 0 G035.26-00.74 0
35.2890 -0.9060 37.4000 0.0275 0.0183 244 3.2000 -0.5 -0.43837114678907774 -0.8987940462991668 0.0007562499999999999 0.00033611111111111114 0 G035.28-00.90 0
35.3030 -0.4330 43.8000 0.0383 0.0300 118 3.9000 -0.5 -0.46947156278589053 0.8829475928589271 0.0014694444444444442 0.0009 0 G035.30-00.43 0
35.3150 -0.7630 37.1000 0.0217 0.0175 122 3.4000 -0.5 -0.5299192642332048 0.8480480961564261 0.0004694444444444445 0.00030625000000000004 0 G035.31-00.76 0
35.3310 0.1260 80.0000 0.0850 0.0492 225 9.2000 -0.5 -0.7071067811865477 -0.7071067811865475 0.007224999999999999 0.0024173611111111114 0 G035.33+00.12 0
35.3600 -0.9710 35.5000 0.0142 0.0125 135 4.5000 -0.5 -0.7071067811865475 0.7071067811865476 0.00020069444444444442 0.00015625000000000003 0 G035.36-00.97 0
35.3950 -0.3360 44.7000 0.1717 0.0533 149 3.6000 -0.5 -0.8571673007021121 0.5150380749100544 0.02946944444444445 0.002844444444444445 0 G035.39-00.33 0
35.4230 0.1330 76.4000 0.0358 0.0292 152 4.0000 -0.5 -0.882947592858927 0.4694715627858907 0.0012840277777777774 0.0008506944444444445 0 G035.42+00.13 0
35.5630 -0.9300 33.6000 0.0167 0.0125 225 2.4000 -0.5 -0.7071067811865477 -0.7071067811865475 0.0002777777777777778 0.00015625000000000003 0 G035.56-00.92 0
35.5960 -0.2460 44.7000 0.0550 0.0275 232 4.3000 -0.5 -0.6156614753256582 -0.788010753606722 0.0030249999999999995 0.0007562499999999999 0 G035.59-00.24 0
35.6750 -0.1770 28.3000 0.0150 0.0067 167 1.7000 -0.5 -0.9743700647852351 0.2249510543438652 0.000225 4.444444444444445e-05 0 G035.67-00.17 0
35.8390 -0.2310 28.2000 0.0158 0.0100 198 2.1000 -0.5 -0.9510565162951536 -0.3090169943749473 0.0002506944444444444 0.0001 0 G035.83-00.23 0
35.9310 -0.1070 57.4000 0.0733 0.0517 226 3.4000 -0.5 -0.6946583704589973 -0.7193398003386512 0.005377777777777778 0.0026694444444444443 0 G035.93-00.10 0
36.3440 -0.0880 30.8000 0.0217 0.0167 237 3.8000 -0.5 -0.544639035015027 -0.838670567945424 0.0004694444444444445 0.0002777777777777778 0 G036.34-00.08 0
36.3860 -0.1520 30.4000 0.0433 0.0317 207 3.6000 -0.5 -0.8910065241883679 -0.4539904997395467 0.001877777777777778 0.0010027777777777776 0 G036.38-00.15 0
36.5940 -0.0730 53.3000 0.0292 0.0183 256 3.4000 -0.5 -0.2419218955996678 -0.9702957262759965 0.0008506944444444445 0.00033611111111111114 0 G036.59-00.07 0
36.6680 0.5480 36.9000 0.0192 0.0133 160 2.4000 -0.5 -0.9396926207859083 0.3420201433256689 0.00036736111111111106 0.0001777777777777778 0 G036.66+00.54 0
36.6610 -0.0170 53.2000 0.0158 0.0125 161 3.4000 -0.5 -0.9455185755993168 0.3255681544571566 0.0002506944444444444 0.00015625000000000003 0 G036.66-00.01 0
36.6730 -0.1200 54.4000 0.1092 0.0483 209 3.6000 -0.5 -0.8746197071393959 -0.48480962024633695 0.01191736111111111 0.002336111111111111 0 G036.67-00.11 0
36.9400 0.9150 70.2000 0.0358 0.0233 138 4.6000 -0.5 -0.7431448254773944 0.669130606358858 0.0012840277777777774 0.0005444444444444443 0 G036.94+00.91 0
37.2620 0.0030 18.5000 0.0292 0.0117 210 1.2000 -0.5 -0.8660254037844388 -0.4999999999999998 0.0008506944444444445 0.00013611111111111107 0 G037.26+00.00 0
37.6400 -0.5170 75.0000 0.0850 0.0658 241 2.0000 -0.5 -0.48480962024633767 -0.8746197071393955 0.007224999999999999 0.004334027777777779 0 G037.63-00.51 0
38.1150 0.7570 10.1000 0.0208 0.0200 241 1.7000 -0.5 -0.48480962024633767 -0.8746197071393955 0.00043402777777777775 0.0004 0 G038.11+00.75 0
38.3380 -0.8130 16.6000 0.0300 0.0175 96 1.4000 -0.5 -0.10452846326765333 0.9945218953682734 0.0009 0.00030625000000000004 0 G038.33-00.81 0
38.3560 -0.9070 16.4000 0.0167 0.0167 126 1.9000 -0.5 -0.587785252292473 0.8090169943749475 0.0002777777777777778 0.0002777777777777778 0 G038.35-00.90 0
38.7720 0.7890 32.4000 0.0192 0.0083 164 4.1000 -0.5 -0.9612616959383189 0.2756373558169992 0.00036736111111111106 6.944444444444444e-05 0 G038.77+00.78 0
38.8190 0.7840 31.5000 0.0250 0.0125 187 5.1000 -0.5 -0.9925461516413221 -0.12186934340514731 0.0006250000000000001 0.00015625000000000003 0 G038.81+00.78 0
38.8280 -0.4630 41.9000 0.0600 0.0458 236 2.8000 0.5 -0.5591929034707473 -0.8290375725550414 0.0036 0.002100694444444444 0 G038.82-00.46 0
38.9200 -0.3330 39.7000 0.0400 0.0167 155 3.5000 -0.5 -0.9063077870366499 0.4226182617406995 0.0016 0.0002777777777777778 0 G038.92-00.33 0
38.9520 -0.4750 41.6000 0.0625 0.0250 154 3.1000 -0.5 -0.8987940462991668 0.4383711467890777 0.00390625 0.0006250000000000001 0 G038.95-00.47 0
41.0140 -0.1510 38.0000 0.0300 0.0167 146 2.3000 -0.5 -0.8290375725550416 0.5591929034707469 0.0009 0.0002777777777777778 0 G041.01-00.15 0
42.7110 0.3640 15.4000 0.0133 0.0117 230 1.0000 -0.5 -0.6427876096865396 -0.7660444431189779 0.0001777777777777778 0.00013611111111111107 0 G042.71+00.36 0
45.2280 0.1180 58.5000 0.0258 0.0225 219 5.5000 -0.5 -0.7771459614569711 -0.6293203910498373 0.0006673611111111111 0.0005062500000000001 0 G045.22+00.11 0
45.6640 -0.2890 56.7000 0.0242 0.0192 155 7.8000 -0.5 -0.9063077870366499 0.4226182617406995 0.0005840277777777777 0.00036736111111111106 0 G045.66-00.28 0
48.1690 -0.1130 25.8000 0.0250 0.0183 199 2.9000 -0.5 -0.945518575599317 -0.32556815445715637 0.0006250000000000001 0.00033611111111111114 0 G048.16-00.11 0
48.5220 -0.4700 37.8000 0.0217 0.0167 265 2.8000 -0.5 -0.08715574274765825 -0.9961946980917455 0.0004694444444444445 0.0002777777777777778 0 G048.52-00.47 0
48.6020 -0.4910 32.0000 0.0358 0.0183 142 3.3000 -0.5 -0.7880107536067219 0.6156614753256584 0.0012840277777777774 0.00033611111111111114 0 G048.60-00.49 0
48.6580 -0.3000 34.0000 0.0283 0.0200 93 2.8000 -0.5 -0.05233595624294384 0.9986295347545738 0.0008027777777777777 0.0004 0 G048.65-00.29 0
48.7740 -0.1330 15.8000 0.1050 0.0492 205 4.1000 -0.5 -0.90630778703665 -0.4226182617406993 0.011024999999999998 0.0024173611111111114 0 G048.77-00.13 0
48.8480 -0.3290 48.4000 0.0333 0.0275 126 1.8000 -0.5 -0.587785252292473 0.8090169943749475 0.0011111111111111111 0.0007562499999999999 0 G048.84-00.32 0
49.5730 -0.1900 41.7000 0.0250 0.0158 246 3.5000 -0.5 -0.4067366430758009 -0.9135454576426006 0.0006250000000000001 0.0002506944444444444 0 G049.57-00.19 0
53.1160 0.0540 22.0000 0.0133 0.0108 140 2.2000 -0.5 -0.7660444431189779 0.6427876096865395 0.0001777777777777778 0.00011736111111111112 0 G053.11+00.05 0
53.3150 0.0030 24.0000 0.0133 0.0133 262 2.7000 -0.5 -0.13917310096006583 -0.9902680687415703 0.0001777777777777778 0.0001777777777777778 0 G053.31+00.00 0
