GLON GLAT VLSR a b pa d_VLSR p_far cos_pa sin_pa aa bb GName
29.0005 0.0850 67.7000 0.0162 0.0162 0 4.0500 0.5 1.0 0.0 0.000262822639371142 0.000262822639371142 G029.000+00.084
29.0198 0.1659 56.0000 0.0148 0.0148 0 4.0500 0.5 1.0 0.0 0.00022004425956790124 0.00022004425956790124 G029.019+00.165
29.0655 0.3871 21.9000 0.0631 0.0631 0 4.0500 0.5 1.0 0.0 0.003976878906250001 0.003976878906250001 G029.065+00.387
29.1107 -0.0228 52.4000 0.0245 0.0245 0 4.0500 0.5 1.0 0.0 0.0006003861188271604 0.0006003861188271604 G029.110-00.023
29.1655 -0.0349 61.7000 0.0381 0.0381 0 4.0500 0.5 1.0 0.0 0.0014508163585069446 0.0014508163585069446 G029.165-00.035
29.7700 0.2190 -31.3000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G029.770+00.219
29.8164 2.2257 38.7000 0.0234 0.0234 0 4.0500 -0.5 1.0 0.0 0.0005498503901234567 0.0005498503901234567 G029.816+02.225
30.0220 -0.0420 94.9000 0.0085 0.0085 0 4.0500 0.5 1.0 0.0 7.16324779400077e-05 7.16324779400077e-05 G030.022-00.042
30.0368 -0.1661 98.2000 0.0369 0.0369 0 4.0500 0.5 1.0 0.0 0.001362789005111883 0.001362789005111883 G030.036-00.167
30.2115 0.4288 -15.4000 0.0052 0.0052 0 4.0500 0.5 1.0 0.0 2.6567152111111106e-05 2.6567152111111106e-05 G030.211+00.428
30.2520 0.0532 65.2000 0.0059 0.0059 0 4.0500 -0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G030.252+00.053
30.2550 0.0527 65.2000 0.0028 0.0028 0 4.0500 -0.5 1.0 0.0 7.71604938271605e-06 7.71604938271605e-06 G030.255+00.052
30.3380 -0.2510 102.5000 0.0516 0.0516 0 4.0500 0.5 1.0 0.0 0.002663104694521605 0.002663104694521605 G030.338-00.252
30.3653 -0.4897 101.8000 0.0320 0.0320 0 4.0500 0.5 1.0 0.0 0.0010233600999999999 0.0010233600999999999 G030.365-00.490
30.3800 -0.1100 99.8000 0.0083 0.0083 0 4.0500 -0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G030.380-00.110
30.7589 -0.0461 89.8000 0.0481 0.0481 0 4.0500 -0.5 1.0 0.0 0.0023175532065007718 0.0023175532065007718 G030.758-00.047
30.9553 0.0785 102.0000 0.0053 0.0053 0 4.0500 -0.5 1.0 0.0 2.778798010204476e-05 2.778798010204476e-05 G030.955+00.078
31.0169 -0.0388 101.2000 0.0313 0.0313 0 4.0500 0.5 1.0 0.0 0.0009771615501736111 0.0009771615501736111 G031.016-00.039
31.0343 0.4498 26.4000 0.0088 0.0088 0 4.0500 0.5 1.0 0.0 7.824287025000002e-05 7.824287025000002e-05 G031.034+00.449
31.0544 0.4911 27.9000 0.0233 0.0233 0 4.0500 0.5 1.0 0.0 0.0005446648371141974 0.0005446648371141974 G031.054+00.491
31.1590 0.0456 35.6000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G031.159+00.045
31.1650 -0.1042 41.4000 0.0265 0.0265 0 4.0500 0.5 1.0 0.0 0.0007018084027777778 0.0007018084027777778 G031.165-00.105
31.2418 -0.1089 26.5000 0.0034 0.0034 0 4.0500 0.5 1.0 0.0 1.1334163890625e-05 1.1334163890625e-05 G031.241-00.109
31.2441 -0.1128 26.5000 0.0034 0.0034 0 4.0500 0.5 1.0 0.0 1.1334163890625e-05 1.1334163890625e-05 G031.244-00.113
31.2683 0.4787 -6.3000 0.0116 0.0116 0 4.0500 0.5 1.0 0.0 0.000134093505015625 0.000134093505015625 G031.268+00.478
31.3942 -0.2578 86.2000 0.0071 0.0071 0 4.0500 0.5 1.0 0.0 4.987066700694444e-05 4.987066700694444e-05 G031.394-00.258
31.4032 -0.2674 86.2000 0.0071 0.0071 0 4.0500 0.5 1.0 0.0 4.987066700694444e-05 4.987066700694444e-05 G031.403-00.268
31.4125 0.3090 100.9000 0.0083 0.0083 0 4.0500 -0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G031.412+00.309
31.4700 -0.3440 88.8000 0.0119 0.0119 0 4.0500 0.5 1.0 0.0 0.00014260207592901235 0.00014260207592901235 G031.470-00.344
31.5778 0.1038 99.9000 0.0163 0.0163 0 4.0500 -0.5 1.0 0.0 0.00026526003520447526 0.00026526003520447526 G031.577+00.103
31.7270 0.6980 -39.2000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G031.727+00.698
31.8810 1.4170 54.4000 0.0906 0.0906 0 4.0500 -0.5 1.0 0.0 0.008213671025482252 0.008213671025482252 G031.881+01.417
32.1000 0.0894 93.0000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944467592611884e-05 6.944467592611884e-05 G032.099+00.089
32.1522 0.1312 95.0000 0.0083 0.0083 0 4.0500 -0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G032.152+00.131
32.2720 -0.2260 21.5000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G032.272-00.226
32.4731 0.2042 47.0000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G032.473+00.204
32.5820 0.0010 77.4000 0.0115 0.0115 0 4.0500 0.5 1.0 0.0 0.00013315204682889662 0.00013315204682889662 G032.582+00.001
32.7330 0.2090 16.1000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G032.733+00.209
32.8000 0.1900 14.9000 0.0155 0.0155 0 4.0500 0.5 1.0 0.0 0.0002396820027777778 0.0002396820027777778 G032.800+00.190
32.8704 -0.4267 50.6000 0.0176 0.0176 0 4.0500 0.5 1.0 0.0 0.00030926153402777775 0.00030926153402777775 G032.870-00.427
32.9280 0.6061 -38.3000 0.0091 0.0091 0 4.0500 0.5 1.0 0.0 8.320936367361112e-05 8.320936367361112e-05 G032.928+00.606
32.9828 -0.3377 49.3000 0.0183 0.0183 0 4.0500 0.5 1.0 0.0 0.00033509844909336415 0.00033509844909336415 G032.982-00.338
32.9900 0.0400 89.0000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G032.990+00.040
33.0078 1.1508 -57.6000 0.0116 0.0116 0 4.0500 0.5 1.0 0.0 0.00013359089563445218 0.00013359089563445218 G033.007+01.150
33.0801 0.0733 86.9000 0.0153 0.0153 0 4.0500 0.5 1.0 0.0 0.00023470240000000002 0.00023470240000000002 G033.080+00.073
33.1340 -0.0927 87.4000 0.0052 0.0052 0 4.0500 -0.5 1.0 0.0 2.7433734077160488e-05 2.7433734077160488e-05 G033.134-00.093
33.4190 -0.0044 76.5000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G033.419-00.005
33.8090 -0.1900 40.3000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G033.809-00.190
33.8098 -0.1854 40.3000 0.0024 0.0024 0 4.0500 0.5 1.0 0.0 5.652836463155865e-06 5.652836463155865e-06 G033.809-00.186
33.8131 -0.1490 50.0000 0.0084 0.0084 0 4.0500 0.5 1.0 0.0 7.007085069444446e-05 7.007085069444446e-05 G033.813-00.150
33.8820 0.0570 40.8000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G033.882+00.057
33.8840 0.0583 40.8000 0.0028 0.0028 0 4.0500 0.5 1.0 0.0 7.71604938271605e-06 7.71604938271605e-06 G033.884+00.058
33.9418 -0.0388 57.2000 0.0165 0.0165 0 4.0500 0.5 1.0 0.0 0.0002720896069637346 0.0002720896069637346 G033.941-00.039
34.0410 0.0529 36.4000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G034.041+00.052
34.0890 0.4380 32.6000 0.0091 0.0091 0 4.0500 0.5 1.0 0.0 8.354975586419751e-05 8.354975586419751e-05 G034.089+00.438
34.1330 0.4710 34.6000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G034.133+00.471
34.2563 0.1364 53.1000 0.0141 0.0141 0 4.0500 -0.5 1.0 0.0 0.0001988530856674383 0.0001988530856674383 G034.256+00.136
34.3331 0.2129 62.9000 0.0205 0.0205 0 4.0500 0.5 1.0 0.0 0.00041962953474151244 0.00041962953474151244 G034.333+00.212
34.5914 0.2442 -19.4000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G034.591+00.244
34.6860 0.0680 52.0000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G034.686+00.068
34.7570 -0.6682 52.1000 0.0557 0.0557 0 4.0500 -0.5 1.0 0.0 0.003104981527797068 0.003104981527797068 G034.757-00.669
34.9246 -0.0819 47.2000 0.0418 0.0418 0 4.0500 0.5 1.0 0.0 0.001743758402777778 0.001743758402777778 G034.924-00.082
34.9400 0.0736 45.6000 0.0481 0.0481 0 4.0500 0.5 1.0 0.0 0.0023097636 0.0023097636 G034.940+00.073
35.0400 -0.5000 48.0000 0.0185 0.0185 0 4.0500 0.5 1.0 0.0 0.00034169522500000006 0.00034169522500000006 G035.040-00.500
35.0514 -0.5197 48.0000 0.0073 0.0073 0 4.0500 0.5 1.0 0.0 5.257458402777779e-05 5.257458402777779e-05 G035.051-00.520
35.0637 0.3301 57.2000 0.0220 0.0220 0 4.0500 0.5 1.0 0.0 0.00048500885850694445 0.00048500885850694445 G035.063+00.330
35.1260 -0.7543 34.5000 0.0235 0.0235 0 4.0500 -0.5 1.0 0.0 0.0005535040444444443 0.0005535040444444443 G035.126-00.755
35.1874 0.8927 76.1000 0.1351 0.1351 0 4.0500 0.5 1.0 0.0 0.01825287314909337 0.01825287314909337 G035.187+00.892
35.4671 0.0040 58.6000 0.0161 0.0161 0 4.0500 0.5 1.0 0.0 0.00025967084353780865 0.00025967084353780865 G035.467+00.004
35.4678 0.1392 80.9000 0.0123 0.0123 0 4.0500 -0.5 1.0 0.0 0.000151959380449267 0.000151959380449267 G035.467+00.139
35.5435 0.0066 57.5000 0.0096 0.0096 0 4.0500 0.5 1.0 0.0 9.138882006250002e-05 9.138882006250002e-05 G035.543+00.006
35.5598 -0.8234 60.7000 0.1218 0.1218 0 4.0500 0.5 1.0 0.0 0.014825024092669755 0.014825024092669755 G035.559-00.824
35.5713 0.0719 47.6000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G035.571+00.071
35.5769 -0.0312 52.5000 0.0053 0.0053 0 4.0500 0.5 1.0 0.0 2.7877960001736113e-05 2.7877960001736113e-05 G035.576-00.032
35.5795 0.0660 47.6000 0.0023 0.0023 0 4.0500 -0.5 1.0 0.0 5.352217986304013e-06 5.352217986304013e-06 G035.579+00.065
35.6497 -0.0523 51.9000 0.0462 0.0462 0 4.0500 0.5 1.0 0.0 0.0021314124077160494 0.0021314124077160494 G035.649-00.053
35.9488 -0.1485 50.9000 0.0059 0.0059 0 4.0500 -0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G035.948-00.149
36.2679 0.6979 76.5000 0.0499 0.0499 0 4.0500 -0.5 1.0 0.0 0.0024924501530864196 0.0024924501530864196 G036.267+00.697
36.4052 0.0219 53.3000 0.0083 0.0083 0 4.0500 -0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G036.405+00.021
36.4590 -0.1827 72.7000 0.0419 0.0419 0 4.0500 0.5 1.0 0.0 0.001754295051871142 0.001754295051871142 G036.459-00.183
36.8700 0.4620 -27.3000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G036.870+00.462
36.9187 0.4825 -34.1000 0.0040 0.0040 0 4.0500 0.5 1.0 0.0 1.6240452225308643e-05 1.6240452225308643e-05 G036.918+00.482
37.1758 -0.4391 36.1000 0.0226 0.0226 0 4.0500 0.5 1.0 0.0 0.0005129218382716049 0.0005129218382716049 G037.175-00.440
37.2000 -0.4300 38.0000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G037.200-00.430
37.2590 -0.0830 40.8000 0.0113 0.0113 0 4.0500 0.5 1.0 0.0 0.0001269862916714892 0.0001269862916714892 G037.259-00.083
37.2782 -0.2257 41.8000 0.0109 0.0109 0 4.0500 0.5 1.0 0.0 0.00011824417805574848 0.00011824417805574848 G037.278-00.226
37.3441 0.6841 45.6000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G037.344+00.684
37.3470 -0.1464 53.2000 0.0825 0.0825 0 4.0500 0.5 1.0 0.0 0.006810100544444445 0.006810100544444445 G037.347-00.147
37.3628 -0.2336 39.4000 0.0179 0.0179 0 4.0500 0.5 1.0 0.0 0.00032107662415123455 0.00032107662415123455 G037.362-00.234
37.4456 -0.2110 63.9000 0.0172 0.0172 0 4.0500 0.5 1.0 0.0 0.00029700213906249995 0.00029700213906249995 G037.445-00.212
37.4690 -0.1041 58.7000 0.0057 0.0057 0 4.0500 0.5 1.0 0.0 3.24665708919753e-05 3.24665708919753e-05 G037.469-00.105
37.4977 0.5302 11.6000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944467592611884e-05 6.944467592611884e-05 G037.497+00.530
37.5444 -0.1144 48.9000 0.0150 0.0150 0 4.0500 0.5 1.0 0.0 0.00022504583566743824 0.00022504583566743824 G037.544-00.115
37.6416 -0.1118 52.3000 0.0325 0.0325 0 4.0500 0.5 1.0 0.0 0.001054174631558642 0.001054174631558642 G037.641-00.112
37.7507 -0.1097 49.7000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G037.750-00.110
37.7544 0.5600 18.3000 0.0092 0.0092 0 4.0500 0.5 1.0 0.0 8.442317237673614e-05 8.442317237673614e-05 G037.754+00.560
37.7631 -0.2112 65.8000 0.0185 0.0185 0 4.0500 0.5 1.0 0.0 0.0003404998819637346 0.0003404998819637346 G037.763-00.212
37.8160 -0.3790 63.9000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G037.816-00.379
37.8200 0.4140 22.3000 0.0073 0.0073 0 4.0500 0.5 1.0 0.0 5.397738858815586e-05 5.397738858815586e-05 G037.820+00.414
37.8680 -0.6010 47.7000 0.0115 0.0115 0 4.0500 0.5 1.0 0.0 0.0001331417900017361 0.0001331417900017361 G037.868-00.601
37.8720 -0.3980 59.2000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G037.872-00.399
38.0453 -0.0339 58.3000 0.0177 0.0177 0 4.0500 0.5 1.0 0.0 0.0003117382595679013 0.0003117382595679013 G038.045-00.034
38.5500 0.1630 26.4000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G038.550+00.163
38.6430 -0.2270 63.8000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G038.643-00.227
38.6520 0.0870 -40.0000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G038.652+00.087
38.7380 -0.1400 60.9000 0.0147 0.0147 0 4.0500 0.5 1.0 0.0 0.00021480159290123457 0.00021480159290123457 G038.738-00.140
38.8401 0.4953 -43.2000 0.0117 0.0117 0 4.0500 0.5 1.0 0.0 0.00013739063189062501 0.00013739063189062501 G038.840+00.495
38.8611 -0.1344 64.5000 0.0204 0.0204 0 4.0500 0.5 1.0 0.0 0.0004181059361304013 0.0004181059361304013 G038.861-00.135
38.8750 0.3080 -15.1000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G038.875+00.308
39.1765 -0.3982 55.5000 0.0159 0.0159 0 4.0500 0.5 1.0 0.0 0.00025166297067901237 0.00025166297067901237 G039.176-00.399
39.1832 -1.4216 -54.9000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944467592611884e-05 6.944467592611884e-05 G039.183-01.422
39.1960 0.2249 -21.6000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944467592611884e-05 6.944467592611884e-05 G039.196+00.224
39.2250 -0.0530 20.2000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G039.225-00.053
39.2488 -0.0632 23.0000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G039.248-00.064
39.3886 -0.1425 17.3000 0.0050 0.0050 0 4.0500 0.5 1.0 0.0 2.4836241273341052e-05 2.4836241273341052e-05 G039.388-00.143
39.5158 0.5117 -30.8000 0.0715 0.0715 0 4.0500 0.5 1.0 0.0 0.005108894023167438 0.005108894023167438 G039.515+00.511
39.5448 -0.3656 55.2000 0.0078 0.0078 0 4.0500 0.5 1.0 0.0 6.049253087114198e-05 6.049253087114198e-05 G039.544-00.366
39.7280 -0.3960 58.3000 0.0094 0.0094 0 4.0500 0.5 1.0 0.0 8.881544092669755e-05 8.881544092669755e-05 G039.728-00.396
39.8564 -0.1837 60.0000 0.0216 0.0216 0 4.0500 0.5 1.0 0.0 0.0004683737593364198 0.0004683737593364198 G039.856-00.184
39.8646 0.6456 -40.9000 0.0095 0.0095 0 4.0500 0.5 1.0 0.0 8.9688002640625e-05 8.9688002640625e-05 G039.864+00.645
39.8736 -0.1763 60.0000 0.0075 0.0075 0 4.0500 0.5 1.0 0.0 5.624416681790124e-05 5.624416681790124e-05 G039.873-00.177
39.8830 -0.3460 58.9000 0.0102 0.0102 0 4.0500 0.5 1.0 0.0 0.00010447735867361111 0.00010447735867361111 G039.883-00.346
39.8878 -1.2720 44.3000 0.0089 0.0089 0 4.0500 -0.5 1.0 0.0 7.866384193074844e-05 7.866384193074844e-05 G039.887-01.273
39.9008 -1.3206 44.3000 0.0476 0.0476 0 4.0500 -0.5 1.0 0.0 0.002269781338271605 0.002269781338271605 G039.900-01.321
40.1411 1.5771 27.5000 0.0719 0.0719 0 4.0500 -0.5 1.0 0.0 0.0051742845562499995 0.0051742845562499995 G040.141+01.577
40.4300 0.6975 20.1000 0.0078 0.0078 0 4.0500 0.5 1.0 0.0 6.151504549556326e-05 6.151504549556326e-05 G040.430+00.697
40.5032 2.5370 21.7000 0.0235 0.0235 0 4.0500 -0.5 1.0 0.0 0.0005530074817901235 0.0005530074817901235 G040.503+02.537
40.9657 -0.6205 60.9000 0.0494 0.0494 0 4.0500 -0.5 1.0 0.0 0.0024407442373456795 0.0024407442373456795 G040.965-00.621
41.0749 -0.1614 59.4000 0.0612 0.0612 0 4.0500 0.5 1.0 0.0 0.003749759244521605 0.003749759244521605 G041.074-00.162
41.2350 0.3670 71.3000 0.0346 0.0346 0 4.0500 -0.5 1.0 0.0 0.0011990252815586421 0.0011990252815586421 G041.235+00.367
41.3040 1.9970 -53.7000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G041.304+01.997
41.3758 0.0322 59.5000 0.0034 0.0034 0 4.0500 -0.5 1.0 0.0 1.1834460015624997e-05 1.1834460015624997e-05 G041.375+00.032
41.3825 0.0378 59.5000 0.0034 0.0034 0 4.0500 -0.5 1.0 0.0 1.1834460015624997e-05 1.1834460015624997e-05 G041.382+00.037
41.5123 0.0218 17.7000 0.0120 0.0120 0 4.0500 0.5 1.0 0.0 0.00014324964670447531 0.00014324964670447531 G041.512+00.021
41.5169 -0.1415 57.9000 0.0152 0.0152 0 4.0500 0.5 1.0 0.0 0.00023178370864197531 0.00023178370864197531 G041.516-00.142
41.7403 0.0960 11.1000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G041.740+00.095
41.7501 0.0347 45.5000 0.0168 0.0168 0 4.0500 0.5 1.0 0.0 0.0002824313657600309 0.0002824313657600309 G041.750+00.034
41.7625 1.4799 -54.8000 0.0374 0.0374 0 4.0500 0.5 1.0 0.0 0.001395748844521605 0.001395748844521605 G041.762+01.479
41.8095 1.5025 -52.6000 0.0100 0.0100 0 4.0500 0.5 1.0 0.0 0.00010041543056250001 0.00010041543056250001 G041.809+01.502
41.9276 -0.1249 18.1000 0.0270 0.0270 0 4.0500 0.5 1.0 0.0 0.0007263698765624999 0.0007263698765624999 G041.927-00.125
41.9291 0.0301 20.7000 0.0209 0.0209 0 4.0500 0.5 1.0 0.0 0.0004358294120563272 0.0004358294120563272 G041.929+00.030
42.0080 0.3527 -40.3000 0.0127 0.0127 0 4.0500 0.5 1.0 0.0 0.0001604092611882716 0.0001604092611882716 G042.008+00.352
42.0581 1.0024 -23.6000 0.0231 0.0231 0 4.0500 0.5 1.0 0.0 0.0005348234390624999 0.0005348234390624999 G042.058+01.002
42.0652 0.2442 17.0000 0.0480 0.0480 0 4.0500 0.5 1.0 0.0 0.0023087758056327162 0.0023087758056327162 G042.065+00.244
42.1035 -0.6230 66.0000 0.0281 0.0281 0 4.0500 0.5 1.0 0.0 0.0007920472111111111 0.0007920472111111111 G042.103-00.623
42.1115 -0.4438 53.4000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G042.111-00.444
42.1369 -0.0790 41.4000 0.0262 0.0262 0 4.0500 0.5 1.0 0.0 0.0006862871751736111 0.0006862871751736111 G042.136-00.079
42.3902 -0.3808 65.0000 0.0314 0.0314 0 4.0500 -0.5 1.0 0.0 0.00098357155933642 0.00098357155933642 G042.390-00.381
42.4343 -0.2747 61.5000 0.0244 0.0244 0 4.0500 0.5 1.0 0.0 0.000593199851871142 0.000593199851871142 G042.434-00.275
42.5627 -0.1069 67.2000 0.0539 0.0539 0 4.0500 0.5 1.0 0.0 0.0029061982506944444 0.0029061982506944444 G042.562-00.107
43.1758 -0.5185 59.1000 0.0058 0.0058 0 4.0500 0.5 1.0 0.0 3.344758704012346e-05 3.344758704012346e-05 G043.175-00.519
43.1859 -0.5246 59.1000 0.0084 0.0084 0 4.0500 0.5 1.0 0.0 7.103961225e-05 7.103961225e-05 G043.185-00.525
43.2376 -0.0440 9.4000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G043.237-00.044
43.2401 0.1315 12.3000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G043.240+00.131
43.4324 0.5169 -12.8000 0.0103 0.0103 0 4.0500 0.5 1.0 0.0 0.0001065634687517361 0.0001065634687517361 G043.432+00.516
43.5232 -0.6477 55.4000 0.0123 0.0123 0 4.0500 0.5 1.0 0.0 0.0001513251937131559 0.0001513251937131559 G043.523-00.648
43.8180 0.3951 -10.5000 0.0150 0.0150 0 4.0500 0.5 1.0 0.0 0.00022608046066743825 0.00022608046066743825 G043.818+00.395
43.8947 0.1976 -38.1000 0.0234 0.0234 0 4.0500 0.5 1.0 0.0 0.0005498438765624998 0.0005498438765624998 G043.894+00.197
43.9684 0.9932 -21.6000 0.0071 0.0071 0 4.0500 0.5 1.0 0.0 4.9862428444444444e-05 4.9862428444444444e-05 G043.968+00.993
43.9995 0.9787 -17.1000 0.0193 0.0193 0 4.0500 0.5 1.0 0.0 0.0003733375371141975 0.0003733375371141975 G043.999+00.978
44.2249 0.0853 59.6000 0.0444 0.0444 0 4.0500 0.5 1.0 0.0 0.0019684750562500002 0.0019684750562500002 G044.224+00.085
44.4185 0.5356 -55.1000 0.0118 0.0118 0 4.0500 0.5 1.0 0.0 0.00013835215871315582 0.00013835215871315582 G044.418+00.535
44.5010 0.3322 -43.0000 0.0070 0.0070 0 4.0500 0.5 1.0 0.0 4.9480673062499995e-05 4.9480673062499995e-05 G044.501+00.332
44.5212 0.3852 -49.7000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.484278549382716e-05 3.484278549382716e-05 G044.521+00.385
44.8117 -0.4917 44.8000 0.0382 0.0382 0 4.0500 0.5 1.0 0.0 0.0014567474541859566 0.0014567474541859566 G044.811-00.492
45.1186 0.1443 56.7000 0.0025 0.0025 0 4.0500 0.5 1.0 0.0 6.44736736111111e-06 6.44736736111111e-06 G045.118+00.144
45.1970 0.7403 -35.0000 0.0112 0.0112 0 4.0500 0.5 1.0 0.0 0.0001249802886267361 0.0001249802886267361 G045.197+00.740
45.3910 -0.7243 52.5000 0.0266 0.0266 0 4.0500 0.5 1.0 0.0 0.0007072866375192901 0.0007072866375192901 G045.391-00.725
45.4750 0.1300 55.6000 0.0200 0.0200 0 4.0500 0.5 1.0 0.0 0.0004005946652970679 0.0004005946652970679 G045.475+00.130
45.5030 0.4959 -35.9000 0.0155 0.0155 0 4.0500 0.5 1.0 0.0 0.00023941974631558642 0.00023941974631558642 G045.503+00.495
45.6344 -0.0155 9.2000 0.0147 0.0147 0 4.0500 0.5 1.0 0.0 0.00021740683341049387 0.00021740683341049387 G045.634-00.016
45.8250 -0.2901 61.2000 0.0100 0.0100 0 4.0500 0.5 1.0 0.0 9.96095485434028e-05 9.96095485434028e-05 G045.825-00.291
45.9334 -0.4023 63.9000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944444444444444e-05 6.944444444444444e-05 G045.933-00.403
46.1739 0.5333 6.3000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944467592611884e-05 6.944467592611884e-05 G046.173+00.533
46.2134 0.5480 5.8000 0.0052 0.0052 0 4.0500 0.5 1.0 0.0 2.7362779780864195e-05 2.7362779780864195e-05 G046.213+00.547
46.4950 -0.2404 57.7000 0.0414 0.0414 0 4.0500 -0.5 1.0 0.0 0.0017155243567901232 0.0017155243567901232 G046.495-00.241
46.9480 0.3711 -44.4000 0.0092 0.0092 0 4.0500 0.5 1.0 0.0 8.393053740817902e-05 8.393053740817902e-05 G046.948+00.371
46.9659 0.3154 -41.7000 0.0339 0.0339 0 4.0500 0.5 1.0 0.0 0.0011507360062500002 0.0011507360062500002 G046.965+00.315
47.0945 0.4923 -54.5000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944467592611884e-05 6.944467592611884e-05 G047.094+00.492
47.1000 0.4798 -56.9000 0.0083 0.0083 0 4.0500 0.5 1.0 0.0 6.944467592611884e-05 6.944467592611884e-05 G047.100+00.479
48.4177 0.1176 16.8000 0.0084 0.0084 0 4.0500 0.5 1.0 0.0 7.086669922241511e-05 7.086669922241511e-05 G048.417+00.117
48.4564 0.1237 16.6000 0.0176 0.0176 0 4.0500 0.5 1.0 0.0 0.00031075323937114203 0.00031075323937114203 G048.456+00.123
48.5477 -0.0047 19.2000 0.0132 0.0132 0 4.0500 0.5 1.0 0.0 0.000173583918765625 0.000173583918765625 G048.547-00.005
48.6300 0.2300 9.4000 0.0385 0.0385 0 4.0500 0.5 1.0 0.0 0.0014794707484567901 0.0014794707484567901 G048.630+00.230
48.7192 1.1476 -28.5000 0.0115 0.0115 0 4.0500 0.5 1.0 0.0 0.00013262785284027777 0.00013262785284027777 G048.719+01.147
49.8280 0.3660 4.4000 0.0093 0.0093 0 4.0500 0.5 1.0 0.0 8.642310460667439e-05 8.642310460667439e-05 G049.828+00.366
49.8403 0.3680 4.4000 0.0060 0.0060 0 4.0500 0.5 1.0 0.0 3.616351859567901e-05 3.616351859567901e-05 G049.840+00.367
