GLON GLAT VLSR a b pa d_VLSR p_far cos_pa sin_pa aa bb GName
234.7780 -0.1862 38.6000 0.0775 0.0775 0 4.0500 0.5 1.0 0.0 0.006009673404340278 0.006009673404340278 G234.778-00.187
243.2440 0.4066 51.7000 0.1308 0.1308 0 4.0500 0.5 1.0 0.0 0.01710329941684028 0.01710329941684028 G243.244+00.406
253.6940 -0.4139 35.0000 0.2140 0.2140 0 4.0500 0.5 1.0 0.0 0.045795999999999996 0.045795999999999996 G253.694-00.414
254.6830 0.2206 64.0000 0.0535 0.0535 0 4.0500 0.5 1.0 0.0 0.002864093074382716 0.002864093074382716 G254.682+00.220
269.0680 -1.1134 15.0000 0.0403 0.0403 0 4.0500 0.5 1.0 0.0 0.0016243810685956789 0.0016243810685956789 G269.068-01.114
269.4540 -1.4679 71.0000 0.0272 0.0272 0 4.0500 0.5 1.0 0.0 0.0007406486652970679 0.0007406486652970679 G269.454-01.468
284.6360 -0.4961 5.0000 0.0284 0.0284 0 4.0500 0.5 1.0 0.0 0.0008048174977044752 0.0008048174977044752 G284.636-00.497
284.7120 0.3177 10.0000 0.0279 0.0279 0 4.0500 0.5 1.0 0.0 0.0007808764506944446 0.0007808764506944446 G284.712+00.317
286.3910 -1.3509 38.0000 0.0263 0.0263 0 4.0500 0.5 1.0 0.0 0.0006914416334104939 0.0006914416334104939 G286.391-01.351
286.4120 -1.4672 38.0000 0.0124 0.0124 0 4.0500 0.5 1.0 0.0 0.00015384887950694445 0.00015384887950694445 G286.412-01.468
286.4390 -1.4954 38.0000 0.0124 0.0124 0 4.0500 0.5 1.0 0.0 0.00015384887950694445 0.00015384887950694445 G286.439-01.496
289.0770 -0.3451 19.0000 0.0551 0.0551 0 4.0500 0.5 1.0 0.0 0.0030339594019290123 0.0030339594019290123 G289.077-00.346
289.8060 -1.2417 22.0000 0.1512 0.1512 0 4.0500 0.5 1.0 0.0 0.022873201512345682 0.022873201512345682 G289.806-01.242
289.8800 -0.8005 22.0000 0.0161 0.0161 0 4.0500 0.5 1.0 0.0 0.0002581779460069444 0.0002581779460069444 G289.880-00.801
291.0300 -0.7843 17.0000 0.0370 0.0370 0 4.0500 0.5 1.0 0.0 0.0013709226190007718 0.0013709226190007718 G291.030-00.785
291.2140 -0.2451 9.0000 0.0341 0.0341 0 4.0500 0.5 1.0 0.0 0.0011647526162229937 0.0011647526162229937 G291.214-00.246
291.4670 -0.1423 6.0000 0.0423 0.0423 0 4.0500 0.5 1.0 0.0 0.001791111713445216 0.001791111713445216 G291.467-00.143
291.6140 -0.5250 11.0000 0.1563 0.1563 0 4.0500 0.5 1.0 0.0 0.024422309724151235 0.024422309724151235 G291.614-00.525
291.8630 -0.6816 25.0000 0.0216 0.0216 0 4.0500 0.5 1.0 0.0 0.00046557052517361114 0.00046557052517361114 G291.863-00.682
291.9470 -0.9098 15.0000 0.1278 0.1278 0 4.0500 0.5 1.0 0.0 0.016332094508506947 0.016332094508506947 G291.947-00.910
293.0240 -1.0289 66.0000 0.0226 0.0226 0 4.0500 0.5 1.0 0.0 0.0005114947640624999 0.0005114947640624999 G293.024-01.029
293.6130 -1.2904 -27.0000 0.0843 0.0843 0 4.0500 -0.5 1.0 0.0 0.007103001344926698 0.007103001344926698 G293.613-01.291
294.7930 -1.3299 -22.0000 0.2292 0.2292 0 4.0500 -0.5 1.0 0.0 0.052544100625000006 0.052544100625000006 G294.793-01.330
295.1630 -0.6744 38.0000 0.0979 0.0979 0 4.0500 0.5 1.0 0.0 0.00958998567177855 0.00958998567177855 G295.163-00.675
295.7280 -0.2144 17.0000 0.1055 0.1055 0 4.0500 0.5 1.0 0.0 0.011123950197241512 0.011123950197241512 G295.728-00.215
296.6600 -0.9244 25.0000 0.0751 0.0751 0 4.0500 0.5 1.0 0.0 0.0056450803890624995 0.0056450803890624995 G296.660-00.925
297.4970 -0.7573 23.0000 0.0300 0.0300 0 4.0500 0.5 1.0 0.0 0.0009024933912229939 0.0009024933912229939 G297.497-00.758
297.6510 -0.9726 26.0000 0.0238 0.0238 0 4.0500 0.5 1.0 0.0 0.0005664862787229937 0.0005664862787229937 G297.651-00.973
298.1830 -0.7831 16.0000 0.0243 0.0243 0 4.0500 0.5 1.0 0.0 0.0005880625 0.0005880625 G298.183-00.784
298.2240 -0.3340 31.0000 0.0421 0.0421 0 4.0500 0.5 1.0 0.0 0.0017734158648919753 0.0017734158648919753 G298.224-00.334
298.5290 -0.2508 23.0000 0.1354 0.1354 0 4.0500 0.5 1.0 0.0 0.018331354711111112 0.018331354711111112 G298.529-00.251
298.8460 -0.3336 25.0000 0.0171 0.0171 0 4.0500 0.5 1.0 0.0 0.0002925382640625 0.0002925382640625 G298.846-00.334
298.8620 -0.4319 25.0000 0.0403 0.0403 0 4.0500 0.5 1.0 0.0 0.0016249856790123455 0.0016249856790123455 G298.862-00.432
299.0130 0.1297 23.0000 0.0089 0.0089 0 4.0500 0.5 1.0 0.0 7.912596674382716e-05 7.912596674382716e-05 G299.013+00.129
299.0430 0.1865 23.0000 0.0406 0.0406 0 4.0500 0.5 1.0 0.0 0.0016521063484567903 0.0016521063484567903 G299.043+00.186
299.3490 -0.2665 -37.0000 0.0194 0.0194 0 4.0500 -0.5 1.0 0.0 0.0003780864197530864 0.0003780864197530864 G299.349-00.267
300.5020 -0.1796 26.0000 0.0184 0.0184 0 4.0500 0.5 1.0 0.0 0.0003391429173611111 0.0003391429173611111 G300.502-00.180
302.5030 -0.7619 31.0000 0.0350 0.0350 0 4.0500 0.5 1.0 0.0 0.0012225123753086418 0.0012225123753086418 G302.503-00.762
302.5820 -0.0826 31.0000 0.0653 0.0653 0 4.0500 0.5 1.0 0.0 0.004268190374151236 0.004268190374151236 G302.582-00.083
302.8050 1.2874 -32.0000 0.0274 0.0274 0 4.0500 -0.5 1.0 0.0 0.00075089700625 0.00075089700625 G302.805+01.287
303.1160 -0.9707 26.0000 0.0165 0.0165 0 4.0500 0.5 1.0 0.0 0.0002731674382716049 0.0002731674382716049 G303.116-00.971
303.4450 -0.7440 32.0000 0.0605 0.0605 0 4.0500 0.5 1.0 0.0 0.003659544200694445 0.003659544200694445 G303.445-00.745
306.3210 -0.3576 -16.0000 0.0145 0.0145 0 4.0500 0.5 1.0 0.0 0.0002092161352044753 0.0002092161352044753 G306.321-00.358
308.0790 -0.4051 -17.0000 0.0183 0.0183 0 4.0500 0.5 1.0 0.0 0.0003358514390625001 0.0003358514390625001 G308.079-00.406
308.7130 0.6460 -50.0000 0.0663 0.0663 0 4.0500 -0.5 1.0 0.0 0.004398047649382716 0.004398047649382716 G308.713+00.646
310.1680 -0.1315 4.0000 0.0340 0.0340 0 4.0500 0.5 1.0 0.0 0.0011558111188271604 0.0011558111188271604 G310.168-00.132
310.9830 0.4048 -51.0000 0.0384 0.0384 0 4.0500 -0.5 1.0 0.0 0.001472363485262346 0.001472363485262346 G310.983+00.404
311.1380 -0.2779 36.0000 0.0494 0.0494 0 4.0500 0.5 1.0 0.0 0.0024437093706790123 0.0024437093706790123 G311.138-00.278
311.6390 -0.6269 32.0000 0.0364 0.0364 0 4.0500 0.5 1.0 0.0 0.0013266490935378086 0.0013266490935378086 G311.639-00.627
311.9190 0.2049 -45.0000 0.0217 0.0217 0 4.0500 0.5 1.0 0.0 0.000470480200308642 0.000470480200308642 G311.919+00.204
313.4600 0.1924 -5.0000 0.0118 0.0118 0 4.0500 0.5 1.0 0.0 0.00013952071912345677 0.00013952071912345677 G313.460+00.192
315.3120 -0.2712 16.0000 0.0160 0.0160 0 4.0500 0.5 1.0 0.0 0.00025704105624999995 0.00025704105624999995 G315.312-00.272
316.3690 -0.3677 3.0000 0.0339 0.0339 0 4.0500 0.5 1.0 0.0 0.001152329030111883 0.001152329030111883 G316.369-00.368
316.7960 -0.0556 -36.0000 0.0433 0.0433 0 4.0500 -0.5 1.0 0.0 0.0018753831713155865 0.0018753831713155865 G316.796-00.056
318.9150 -0.1650 -29.0000 0.0134 0.0134 0 4.0500 0.5 1.0 0.0 0.0001789850055007716 0.0001789850055007716 G318.915-00.165
319.1640 -0.4202 -22.0000 0.0128 0.0128 0 4.0500 0.5 1.0 0.0 0.00016447884375482254 0.00016447884375482254 G319.164-00.421
319.3480 0.0180 -14.0000 0.0182 0.0182 0 4.0500 0.5 1.0 0.0 0.0003312147227044753 0.0003312147227044753 G319.348+00.018
319.8840 0.7940 -38.0000 0.0282 0.0282 0 4.0500 -0.5 1.0 0.0 0.0007936193265624999 0.0007936193265624999 G319.884+00.793
320.1040 -0.5105 -13.0000 0.0361 0.0361 0 4.0500 0.5 1.0 0.0 0.0013019367833526237 0.0013019367833526237 G320.104-00.511
320.1630 0.7971 -36.0000 0.0259 0.0259 0 4.0500 -0.5 1.0 0.0 0.0006689838556327161 0.0006689838556327161 G320.163+00.797
320.2480 0.4423 -31.0000 0.0451 0.0451 0 4.0500 -0.5 1.0 0.0 0.0020351501875192895 0.0020351501875192895 G320.248+00.442
320.3110 -0.1759 -11.0000 0.0128 0.0128 0 4.0500 0.5 1.0 0.0 0.00016313427271778548 0.00016313427271778548 G320.311-00.176
320.3570 0.1536 -3.0000 0.0097 0.0097 0 4.0500 0.5 1.0 0.0 9.450594200694447e-05 9.450594200694447e-05 G320.357+00.153
320.6920 0.1856 -7.0000 0.0474 0.0474 0 4.0500 0.5 1.0 0.0 0.002243811634567901 0.002243811634567901 G320.692+00.185
321.0150 -0.5264 -61.0000 0.0337 0.0337 0 4.0500 -0.5 1.0 0.0 0.0011332854685378087 0.0011332854685378087 G321.015-00.527
321.1150 -0.5458 -56.0000 0.0349 0.0349 0 4.0500 -0.5 1.0 0.0 0.00121644000625 0.00121644000625 G321.115-00.546
322.1620 0.6256 -52.0000 0.0242 0.0242 0 4.0500 -0.5 1.0 0.0 0.000585532449382716 0.000585532449382716 G322.162+00.625
324.9240 -0.5690 25.0000 0.0109 0.0109 0 4.0500 0.5 1.0 0.0 0.00011964349002777779 0.00011964349002777779 G324.924-00.569
326.2700 0.7836 -45.0000 0.1319 0.1319 0 4.0500 -0.5 1.0 0.0 0.01740167715434028 0.01740167715434028 G326.270+00.783
326.4460 0.9019 -39.0000 0.0249 0.0249 0 4.0500 -0.5 1.0 0.0 0.0006179712620563272 0.0006179712620563272 G326.446+00.901
326.6430 0.5149 -44.0000 0.0729 0.0729 0 4.0500 -0.5 1.0 0.0 0.005315118773630401 0.005315118773630401 G326.643+00.514
327.2850 -0.5756 -48.0000 0.0063 0.0063 0 4.0500 -0.5 1.0 0.0 3.9441540062499994e-05 3.9441540062499994e-05 G327.285-00.576
327.7700 -0.3454 -72.0000 0.0170 0.0170 0 4.0500 -0.5 1.0 0.0 0.0002887072963734568 0.0002887072963734568 G327.770-00.346
328.5510 -0.4990 -51.0000 0.0087 0.0087 0 4.0500 -0.5 1.0 0.0 7.523731222530863e-05 7.523731222530863e-05 G328.551-00.500
328.5550 -0.5351 -51.0000 0.0038 0.0038 0 4.0500 -0.5 1.0 0.0 1.4460696299382715e-05 1.4460696299382715e-05 G328.555-00.536
328.5720 -0.5261 -51.0000 0.0138 0.0138 0 4.0500 -0.5 1.0 0.0 0.000189845148574267 0.000189845148574267 G328.572-00.527
328.5740 -0.5612 -51.0000 0.0116 0.0116 0 4.0500 -0.5 1.0 0.0 0.00013545694530111882 0.00013545694530111882 G328.574-00.562
328.5870 -0.4875 -51.0000 0.0047 0.0047 0 4.0500 -0.5 1.0 0.0 2.249433628260031e-05 2.249433628260031e-05 G328.587-00.488
328.5890 -0.5254 -51.0000 0.0038 0.0038 0 4.0500 -0.5 1.0 0.0 1.4460696299382715e-05 1.4460696299382715e-05 G328.589-00.526
330.2900 -0.3943 -76.0000 0.0205 0.0205 0 4.0500 0.5 1.0 0.0 0.00042185166205632713 0.00042185166205632713 G330.290-00.395
330.6730 -0.3876 -61.0000 0.0158 0.0158 0 4.0500 -0.5 1.0 0.0 0.00025003515625 0.00025003515625 G330.673-00.388
330.8730 -0.3683 -56.0000 0.0137 0.0137 0 4.0500 -0.5 1.0 0.0 0.00018853387697241513 0.00018853387697241513 G330.873-00.369
331.1230 -0.5293 -68.0000 0.0199 0.0199 0 4.0500 -0.5 1.0 0.0 0.0003971827558641975 0.0003971827558641975 G331.123-00.530
331.3380 -0.3648 -64.0000 0.0289 0.0289 0 4.0500 -0.5 1.0 0.0 0.0008364467352623457 0.0008364467352623457 G331.338-00.365
331.5200 -0.0753 -89.0000 0.0213 0.0213 0 4.0500 -0.5 1.0 0.0 0.0004527497376736111 0.0004527497376736111 G331.520-00.076
332.1450 -0.4511 -55.0000 0.0328 0.0328 0 4.0500 -0.5 1.0 0.0 0.0010768971484567903 0.0010768971484567903 G332.145-00.452
332.6570 -0.6220 -48.0000 0.0304 0.0304 0 4.0500 -0.5 1.0 0.0 0.0009237884817901236 0.0009237884817901236 G332.657-00.622
332.7620 -0.5949 -57.0000 0.0571 0.0571 0 4.0500 -0.5 1.0 0.0 0.003259030229340278 0.003259030229340278 G332.762-00.595
332.8490 -1.4979 -41.0000 0.0690 0.0690 0 4.0500 -0.5 1.0 0.0 0.004756860900000001 0.004756860900000001 G332.849-01.498
332.9640 0.7714 -52.0000 0.0101 0.0101 0 4.0500 -0.5 1.0 0.0 0.00010255922338445214 0.00010255922338445214 G332.964+00.771
333.0110 -0.4409 -53.8000 0.0191 0.0191 0 4.0500 -0.5 1.0 0.0 0.0003647675567901234 0.0003647675567901234 G333.011-00.441
333.0930 1.9666 -20.0000 0.1027 0.1027 0 4.0500 -0.5 1.0 0.0 0.010555792990817903 0.010555792990817903 G333.093+01.966
333.1290 -0.4387 -52.0000 0.0156 0.0156 0 4.0500 -0.5 1.0 0.0 0.0002443490027777777 0.0002443490027777777 G333.129-00.439
333.2880 -0.3983 -50.0000 0.0121 0.0121 0 4.0500 -0.5 1.0 0.0 0.00014527179576562498 0.00014527179576562498 G333.288-00.399
333.6270 -0.1983 -46.0000 0.0376 0.0376 0 4.0500 -0.5 1.0 0.0 0.0014131020765625 0.0014131020765625 G333.627-00.199
333.6810 -0.4401 -50.0000 0.0092 0.0092 0 4.0500 0.5 1.0 0.0 8.395776921778548e-05 8.395776921778548e-05 G333.681-00.441
334.6980 -0.0900 -32.0000 0.0219 0.0219 0 4.0500 0.5 1.0 0.0 0.0004808883506944444 0.0004808883506944444 G334.698-00.090
334.7210 -0.6524 16.0000 0.0147 0.0147 0 4.0500 0.5 1.0 0.0 0.0002151111111111111 0.0002151111111111111 G334.721-00.653
336.3580 -0.1368 -88.0000 0.0147 0.0147 0 4.0500 0.5 1.0 0.0 0.0002151111111111111 0.0002151111111111111 G336.358-00.137
336.4550 0.0428 -63.0000 0.0274 0.0274 0 4.0500 0.5 1.0 0.0 0.0007486608027777778 0.0007486608027777778 G336.455+00.042
336.4910 -1.4731 -25.0000 0.0129 0.0129 0 4.0500 -0.5 1.0 0.0 0.00016737890625000002 0.00016737890625000002 G336.491-01.474
336.5390 -0.1974 -84.0000 0.0147 0.0147 0 4.0500 0.5 1.0 0.0 0.0002151111111111111 0.0002151111111111111 G336.539-00.198
336.9190 -0.1871 -76.1000 0.0266 0.0266 0 4.0500 0.5 1.0 0.0 0.0007052344140625 0.0007052344140625 G336.919-00.188
337.1210 -0.1790 -73.0000 0.0205 0.0205 0 4.0500 0.5 1.0 0.0 0.00041830475625000005 0.00041830475625000005 G337.120-00.180
337.6520 -0.0496 -55.0000 0.0275 0.0275 0 4.0500 0.5 1.0 0.0 0.0007549290495563271 0.0007549290495563271 G337.652-00.050
337.9220 -0.4622 -40.0000 0.0151 0.0151 0 4.0500 -0.5 1.0 0.0 0.00022913129184027773 0.00022913129184027773 G337.922-00.463
338.0750 0.0160 -47.0000 0.0104 0.0104 0 4.0500 0.5 1.0 0.0 0.00010886574751562501 0.00010886574751562501 G338.075+00.016
338.1140 -0.1929 -53.0000 0.0377 0.0377 0 4.0500 0.5 1.0 0.0 0.0014222012293402778 0.0014222012293402778 G338.114-00.193
338.4050 -0.2029 2.0000 0.0088 0.0088 0 4.0500 0.5 1.0 0.0 7.774634681790123e-05 7.774634681790123e-05 G338.405-00.203
338.7060 0.6459 -62.0000 0.0253 0.0253 0 4.0500 -0.5 1.0 0.0 0.0006379623543402779 0.0006379623543402779 G338.706+00.645
338.9110 0.6159 -63.0000 0.0314 0.0314 0 4.0500 -0.5 1.0 0.0 0.0009874346065007714 0.0009874346065007714 G338.911+00.615
338.9340 -0.0669 -40.0000 0.0335 0.0335 0 4.0500 -0.5 1.0 0.0 0.0011216359173611109 0.0011216359173611109 G338.934-00.067
339.0890 0.7137 -59.7000 0.0263 0.0263 0 4.0500 -0.5 1.0 0.0 0.0006900837114197529 0.0006900837114197529 G339.089+00.713
339.1340 -0.3767 -37.0000 0.0358 0.0358 0 4.0500 -0.5 1.0 0.0 0.0012831022501736112 0.0012831022501736112 G339.134-00.377
339.2330 0.2438 -71.0000 0.0673 0.0673 0 4.0500 0.5 1.0 0.0 0.0045252528999999994 0.0045252528999999994 G339.233+00.243
339.5850 -0.1035 -30.0000 0.0418 0.0418 0 4.0500 0.5 1.0 0.0 0.0017472516111304017 0.0017472516111304017 G339.585-00.104
339.8450 0.2997 -19.0000 0.0136 0.0136 0 4.0500 0.5 1.0 0.0 0.000184613739986304 0.000184613739986304 G339.845+00.299
340.0510 -0.2310 -52.0000 0.0103 0.0103 0 4.0500 -0.5 1.0 0.0 0.00010626087708506945 0.00010626087708506945 G340.051-00.231
340.2940 -0.1923 -43.0000 0.0320 0.0320 0 4.0500 -0.5 1.0 0.0 0.0010229513797067903 0.0010229513797067903 G340.294-00.193
340.7800 -1.0220 -25.0000 0.0178 0.0178 0 4.0500 -0.5 1.0 0.0 0.00031711694938271615 0.00031711694938271615 G340.780-01.022
341.2070 -0.2314 -42.8000 0.0081 0.0081 0 4.0500 -0.5 1.0 0.0 6.514911225000001e-05 6.514911225000001e-05 G341.207-00.232
341.9680 0.2248 -8.0000 0.0138 0.0138 0 4.0500 0.5 1.0 0.0 0.000191102976 0.000191102976 G341.968+00.224
342.0620 0.4174 -65.0000 0.0243 0.0243 0 4.0500 -0.5 1.0 0.0 0.0005908005408179011 0.0005908005408179011 G342.062+00.417
342.3540 -0.0463 -13.0000 0.0172 0.0172 0 4.0500 0.5 1.0 0.0 0.0002942797293402778 0.0002942797293402778 G342.354-00.047
343.8110 0.1511 3.5000 0.0109 0.0109 0 4.0500 0.5 1.0 0.0 0.0001182855633402778 0.0001182855633402778 G343.811+00.151
343.9120 0.1162 5.3000 0.0127 0.0127 0 4.0500 0.5 1.0 0.0 0.000161178894140625 0.000161178894140625 G343.912+00.116
344.2240 -0.5936 -27.0000 0.0126 0.0126 0 4.0500 -0.5 1.0 0.0 0.00015930892366685956 0.00015930892366685956 G344.224-00.594
344.4240 0.0446 -67.0000 0.0133 0.0133 0 4.0500 -0.5 1.0 0.0 0.00017599228354340276 0.00017599228354340276 G344.424+00.044
345.4100 -0.9523 -15.7000 0.0454 0.0454 0 4.0500 -0.5 1.0 0.0 0.002057441400945216 0.002057441400945216 G345.410-00.953
345.4860 0.3156 -22.3000 0.0057 0.0057 0 4.0500 0.5 1.0 0.0 3.225324953780864e-05 3.225324953780864e-05 G345.486+00.315
345.4930 0.3038 -22.3000 0.0080 0.0080 0 4.0500 0.5 1.0 0.0 6.322326003780864e-05 6.322326003780864e-05 G345.493+00.303
345.6510 0.0154 -10.0000 0.0136 0.0136 0 4.0500 0.5 1.0 0.0 0.00018619095239371143 0.00018619095239371143 G345.651+00.015
346.8730 0.3302 4.1000 0.0111 0.0111 0 4.0500 0.5 1.0 0.0 0.00012299919025000002 0.00012299919025000002 G346.873+00.330
347.9210 -0.7627 6.1000 0.0096 0.0096 0 4.0500 0.5 1.0 0.0 9.202005316840278e-05 9.202005316840278e-05 G347.921-00.763
348.2490 -0.9703 -15.7000 0.0402 0.0402 0 4.0500 -0.5 1.0 0.0 0.001618363501234568 0.001618363501234568 G348.249-00.971
348.5330 -0.9720 -12.1000 0.0080 0.0080 0 4.0500 -0.5 1.0 0.0 6.4e-05 6.4e-05 G348.533-00.973
348.8920 -0.1785 10.1000 0.0039 0.0039 0 4.0500 0.5 1.0 0.0 1.5271378463734568e-05 1.5271378463734568e-05 G348.892-00.179
349.3280 0.0206 13.6000 0.0116 0.0116 0 4.0500 0.5 1.0 0.0 0.000134881769908179 0.000134881769908179 G349.328+00.020
349.4070 0.1884 4.9000 0.0071 0.0071 0 4.0500 0.5 1.0 0.0 4.979282016222994e-05 4.979282016222994e-05 G349.407+00.188
349.7280 0.1681 10.1000 0.0159 0.0159 0 4.0500 0.5 1.0 0.0 0.00025389324122299377 0.00025389324122299377 G349.728+00.168
