GLON GLAT VLSR a b pa d_VLSR p_far cos_pa sin_pa aa bb f_avg DESIGNATION in_grs
23.8208 -0.6523 59.611 0.0032 0.0032 0 3.367 -0.5 1.0 0.0 1.055347415123457e-05 1.055347415123457e-05 1 HIGALBM23.8208-0.6523 1
23.8256 0.5124 96.403 0.0037 0.0037 0 3.367 -0.5 1.0 0.0 1.3566944444444443e-05 1.3566944444444443e-05 1 HIGALBM23.8256+0.5124 1
23.8346 0.1034 52.908 0.0047 0.0047 0 3.367 -0.5 1.0 0.0 2.1816684027777778e-05 2.1816684027777778e-05 1 HIGALBM23.8346+0.1034 1
23.835 -0.7844 82.147 0.003 0.003 0 3.367 -0.5 1.0 0.0 8.891992669753085e-06 8.891992669753085e-06 1 HIGALBM23.8350-0.7844 1
23.8397 -0.7028 59.65 0.0034 0.0034 0 3.367 -0.5 1.0 0.0 1.1845069444444445e-05 1.1845069444444445e-05 1 HIGALBM23.8397-0.7028 1
23.8427 1.0355 93.44 0.0052 0.0052 0 3.367 -0.5 1.0 0.0 2.6651406250000006e-05 2.6651406250000006e-05 1 HIGALBM23.8427+1.0355 1
23.8454 -0.3033 55.536 0.0029 0.0029 0 3.367 -0.5 1.0 0.0 8.353705632716049e-06 8.353705632716049e-06 1 HIGALBM23.8454-0.3033 1
23.8481 -0.772 59.659 0.0047 0.0047 0 3.367 -0.5 1.0 0.0 2.1790742669753084e-05 2.1790742669753084e-05 1 HIGALBM23.8481-0.7720 1
23.8539 0.0724 53.711 0.0029 0.0029 0 3.367 0.5 1.0 0.0 8.24966049382716e-06 8.24966049382716e-06 1 HIGALBM23.8539+0.0724 1
23.8618 -0.1248 76.391 0.0016 0.0016 0 3.367 0.5 1.0 0.0 2.6046373456790124e-06 2.6046373456790124e-06 1 HIGALBM23.8618-0.1248 1
23.8636 -0.2787 55.574 0.0049 0.0049 0 3.367 -0.5 1.0 0.0 2.442006944444444e-05 2.442006944444444e-05 1 HIGALBM23.8636-0.2787 1
23.8759 -0.738 60.874 0.0029 0.0029 0 3.367 -0.5 1.0 0.0 8.345679012345681e-06 8.345679012345681e-06 1 HIGALBM23.8759-0.7380 1
23.885 0.0602 39.518 0.0015 0.0015 0 3.367 0.5 1.0 0.0 2.1267361111111114e-06 2.1267361111111114e-06 1 HIGALBM23.8850+0.0602 1
23.8984 -0.2896 77.934 0.0036 0.0036 0 3.367 -0.5 1.0 0.0 1.2850233410493828e-05 1.2850233410493828e-05 1 HIGALBM23.8984-0.2896 1
23.9083 -0.7959 59.532 0.0054 0.0054 0 3.367 -0.5 1.0 0.0 2.920501736111111e-05 2.920501736111111e-05 1 HIGALBM23.9083-0.7959 1
23.928 -1.0228 57.64 0.0061 0.0061 0 3.367 -0.5 1.0 0.0 3.7243896604938266e-05 3.7243896604938266e-05 1 HIGALBM23.9280-1.0228 1
23.9438 0.1599 80.246 0.0027 0.0027 0 3.367 -0.5 1.0 0.0 7.252548225308643e-06 7.252548225308643e-06 1 HIGALBM23.9438+0.1599 1
23.9471 -0.8777 60.172 0.0028 0.0028 0 3.367 -0.5 1.0 0.0 7.67751736111111e-06 7.67751736111111e-06 1 HIGALBM23.9471-0.8777 1
23.9496 0.1611 79.903 0.0028 0.0028 0 3.367 -0.5 1.0 0.0 7.980625e-06 7.980625e-06 1 HIGALBM23.9496+0.1611 1
23.9525 0.8897 9.708 0.0034 0.0034 0 3.367 -0.5 1.0 0.0 1.1278402777777778e-05 1.1278402777777778e-05 1 HIGALBM23.9525+0.8897 1
23.9527 0.1516 79.905 0.0029 0.0029 0 3.367 -0.5 1.0 0.0 8.7025e-06 8.7025e-06 1 HIGALBM23.9527+0.1516 1
23.9562 0.149 79.562 0.0035 0.0035 0 3.367 -0.5 1.0 0.0 1.2553242669753089e-05 1.2553242669753089e-05 1 HIGALBM23.9562+0.1490 1
23.9603 -0.3925 57.144 0.0022 0.0022 0 3.367 -0.5 1.0 0.0 4.962993827160494e-06 4.962993827160494e-06 1 HIGALBM23.9603-0.3925 1
23.9651 0.1389 79.568 0.0026 0.0026 0 3.367 -0.5 1.0 0.0 6.803402777777779e-06 6.803402777777779e-06 1 HIGALBM23.9651+0.1389 1
23.9658 -0.9076 59.65 0.0039 0.0039 0 3.367 -0.5 1.0 0.0 1.5253364197530865e-05 1.5253364197530865e-05 1 HIGALBM23.9658-0.9076 1
23.9658 -0.1091 72.588 0.0014 0.0014 0 3.367 0.5 1.0 0.0 2.0187673611111114e-06 2.0187673611111114e-06 1 HIGALBM23.9658-0.1091 1
23.9782 0.1503 79.992 0.003 0.003 0 3.367 -0.5 1.0 0.0 9.217970679012344e-06 9.217970679012344e-06 1 HIGALBM23.9782+0.1503 1
23.9834 0.5689 110.41 0.0039 0.0039 0 3.367 -0.5 1.0 0.0 1.5275069444444443e-05 1.5275069444444443e-05 1 HIGALBM23.9834+0.5689 1
23.986 -0.7236 52.2 0.0046 0.0046 0 3.367 -0.5 1.0 0.0 2.151929012345679e-05 2.151929012345679e-05 1 HIGALBM23.9860-0.7236 1
23.9867 -0.0888 71.989 0.0025 0.0025 0 3.367 0.5 1.0 0.0 6.084444444444445e-06 6.084444444444445e-06 1 HIGALBM23.9867-0.0888 1
23.9872 -1.0343 57.211 0.0033 0.0033 0 3.367 -0.5 1.0 0.0 1.0716529706790125e-05 1.0716529706790125e-05 1 HIGALBM23.9872-1.0343 1
23.9963 -0.099 72.016 0.0014 0.0014 0 3.367 0.5 1.0 0.0 2.006944444444444e-06 2.006944444444444e-06 1 HIGALBM23.9963-0.0990 1
23.9986 0.1557 80.789 0.0037 0.0037 0 3.367 -0.5 1.0 0.0 1.40625e-05 1.40625e-05 1 HIGALBM23.9986+0.1557 1
24.0005 -0.6897 49.963 0.005 0.005 0 3.367 -0.5 1.0 0.0 2.51530111882716e-05 2.51530111882716e-05 1 HIGALBM24.0005-0.6897 1
24.0049 0.8144 9.967 0.0038 0.0038 0 3.367 -0.5 1.0 0.0 1.4779753086419755e-05 1.4779753086419755e-05 1 HIGALBM24.0049+0.8144 1
24.0186 0.9734 41.885 0.0036 0.0036 0 3.367 -0.5 1.0 0.0 1.3000030864197533e-05 1.3000030864197533e-05 1 HIGALBM24.0186+0.9734 1
24.0248 0.0078 56.741 0.0025 0.0025 0 3.367 -0.5 1.0 0.0 6.173844521604939e-06 6.173844521604939e-06 1 HIGALBM24.0248+0.0078 1
24.0358 -0.0573 58.976 0.0033 0.0033 0 3.367 -0.5 1.0 0.0 1.0789400077160492e-05 1.0789400077160492e-05 1 HIGALBM24.0358-0.0573 1
24.047 -0.2129 81.697 0.0036 0.0036 0 3.367 -0.5 1.0 0.0 1.2681512345679013e-05 1.2681512345679013e-05 1 HIGALBM24.0470-0.2129 1
24.0473 0.1035 52.826 0.0037 0.0037 0 3.367 -0.5 1.0 0.0 1.3638659336419752e-05 1.3638659336419752e-05 1 HIGALBM24.0473+0.1035 1
24.0607 -0.9373 59.041 0.004 0.004 0 3.367 -0.5 1.0 0.0 1.5988890817901232e-05 1.5988890817901232e-05 1 HIGALBM24.0607-0.9373 1
24.0642 0.0015 54.418 0.0031 0.0031 0 3.367 -0.5 1.0 0.0 9.566992669753086e-06 9.566992669753086e-06 1 HIGALBM24.0642+0.0015 1
24.0782 -0.1749 81.415 0.0044 0.0044 0 3.367 -0.5 1.0 0.0 1.927453896604938e-05 1.927453896604938e-05 1 HIGALBM24.0782-0.1749 1
24.0897 -0.1021 60.809 0.0031 0.0031 0 3.367 -0.5 1.0 0.0 9.800378086419751e-06 9.800378086419751e-06 1 HIGALBM24.0897-0.1021 1
24.1104 -0.0384 52.187 0.0042 0.0042 0 3.367 -0.5 1.0 0.0 1.7453827160493827e-05 1.7453827160493827e-05 1 HIGALBM24.1104-0.0384 1
24.1106 0.0126 52.44 0.0027 0.0027 0 3.367 -0.5 1.0 0.0 7.395378086419751e-06 7.395378086419751e-06 1 HIGALBM24.1106+0.0126 1
24.1132 -0.1738 81.528 0.0023 0.0023 0 3.367 -0.5 1.0 0.0 5.30278549382716e-06 5.30278549382716e-06 1 HIGALBM24.1132-0.1738 1
24.1206 0.1409 52.976 0.0024 0.0024 0 3.367 -0.5 1.0 0.0 5.9888966049382714e-06 5.9888966049382714e-06 1 HIGALBM24.1206+0.1409 1
24.1211 -0.7739 57.24 0.0039 0.0039 0 3.367 -0.5 1.0 0.0 1.5591529706790123e-05 1.5591529706790123e-05 1 HIGALBM24.1211-0.7739 1
24.1229 -0.0829 79.717 0.0021 0.0021 0 3.367 -0.5 1.0 0.0 4.248179012345679e-06 4.248179012345679e-06 1 HIGALBM24.1229-0.0829 1
24.1248 0.1175 52.473 0.006 0.006 0 3.367 -0.5 1.0 0.0 3.573382716049383e-05 3.573382716049383e-05 1 HIGALBM24.1248+0.1175 1
24.1297 -0.3434 44.063 0.0023 0.0023 0 3.367 -0.5 1.0 0.0 5.1566840277777786e-06 5.1566840277777786e-06 1 HIGALBM24.1297-0.3434 1
24.1343 -0.0816 79.748 0.0025 0.0025 0 3.367 0.5 1.0 0.0 6.25694637345679e-06 6.25694637345679e-06 1 HIGALBM24.1343-0.0816 1
24.1349 -0.1049 80.115 0.0024 0.0024 0 3.367 -0.5 1.0 0.0 5.94140625e-06 5.94140625e-06 1 HIGALBM24.1349-0.1049 1
24.1479 -0.0087 52.262 0.0012 0.0012 0 3.367 -0.5 1.0 0.0 1.4802777777777778e-06 1.4802777777777778e-06 1 HIGALBM24.1479-0.0087 1
24.1547 0.3932 94.564 0.0039 0.0039 0 3.367 -0.5 1.0 0.0 1.550390625e-05 1.550390625e-05 1 HIGALBM24.1547+0.3932 1
24.1655 -0.018 52.299 0.0017 0.0017 0 3.367 -0.5 1.0 0.0 3.0527854938271607e-06 3.0527854938271607e-06 1 HIGALBM24.1655-0.0180 1
24.1749 0.6908 23.345 0.002 0.002 0 3.367 -0.5 1.0 0.0 4.089382716049383e-06 4.089382716049383e-06 1 HIGALBM24.1749+0.6908 1
24.1749 -0.0397 52.834 0.0023 0.0023 0 3.367 -0.5 1.0 0.0 5.106344521604937e-06 5.106344521604937e-06 1 HIGALBM24.1749-0.0397 1
24.1852 -0.4511 45.306 0.005 0.005 0 3.367 -0.5 1.0 0.0 2.457129822530864e-05 2.457129822530864e-05 1 HIGALBM24.1852-0.4511 1
24.1913 -0.0358 89.217 0.0028 0.0028 0 3.367 0.5 1.0 0.0 8.019909336419754e-06 8.019909336419754e-06 1 HIGALBM24.1913-0.0358 1
24.2088 -0.0422 90.095 0.0025 0.0025 0 3.367 0.5 1.0 0.0 6.043402777777777e-06 6.043402777777777e-06 1 HIGALBM24.2088-0.0422 1
24.2103 -0.0476 90.091 0.0029 0.0029 0 3.367 0.5 1.0 0.0 8.555624999999998e-06 8.555624999999998e-06 1 HIGALBM24.2103-0.0476 1
24.2167 0.1207 114.054 0.0028 0.0028 0 3.367 -0.5 1.0 0.0 8.00418402777778e-06 8.00418402777778e-06 1 HIGALBM24.2167+0.1207 1
24.2179 1.0412 98.829 0.0033 0.0033 0 3.367 -0.5 1.0 0.0 1.0707438271604937e-05 1.0707438271604937e-05 1 HIGALBM24.2179+1.0412 1
24.2193 -0.0674 53.189 0.0029 0.0029 0 3.367 -0.5 1.0 0.0 8.523155864197531e-06 8.523155864197531e-06 1 HIGALBM24.2193-0.0674 1
24.221 -0.0407 89.327 0.0016 0.0016 0 3.367 0.5 1.0 0.0 2.4154340277777775e-06 2.4154340277777775e-06 1 HIGALBM24.2210-0.0407 1
24.2281 -0.1313 53.198 0.0036 0.0036 0 3.367 -0.5 1.0 0.0 1.2760771604938268e-05 1.2760771604938268e-05 1 HIGALBM24.2281-0.1313 1
24.2339 0.4349 103.523 0.0035 0.0035 0 3.367 -0.5 1.0 0.0 1.2308402777777778e-05 1.2308402777777778e-05 1 HIGALBM24.2339+0.4349 1
24.2341 -0.2228 53.204 0.003 0.003 0 3.367 -0.5 1.0 0.0 9.117044753086419e-06 9.117044753086419e-06 1 HIGALBM24.2341-0.2228 1
24.2439 -0.1659 53.763 0.0045 0.0045 0 3.367 -0.5 1.0 0.0 2.0551111111111113e-05 2.0551111111111113e-05 1 HIGALBM24.2439-0.1659 1
24.2498 0.7203 49.711 0.0033 0.0033 0 3.367 -0.5 1.0 0.0 1.1194600694444446e-05 1.1194600694444446e-05 1 HIGALBM24.2498+0.7203 1
24.2517 -0.4369 43.818 0.0067 0.0067 0 3.367 -0.5 1.0 0.0 4.4834184027777776e-05 4.4834184027777776e-05 1 HIGALBM24.2517-0.4369 1
24.2572 -0.1491 53.52 0.0022 0.0022 0 3.367 -0.5 1.0 0.0 4.706489197530864e-06 4.706489197530864e-06 1 HIGALBM24.2572-0.1491 1
24.2584 -0.9787 49.738 0.0036 0.0036 0 3.367 -0.5 1.0 0.0 1.3281975308641973e-05 1.3281975308641973e-05 1 HIGALBM24.2584-0.9787 1
24.2643 -0.2823 88.66 0.0038 0.0038 0 3.367 -0.5 1.0 0.0 1.4104197530864196e-05 1.4104197530864196e-05 1 HIGALBM24.2643-0.2823 1
24.2916 0.1001 114.384 0.0044 0.0044 0 3.367 -0.5 1.0 0.0 1.9152779706790122e-05 1.9152779706790122e-05 1 HIGALBM24.2916+0.1001 1
24.2982 -0.4181 43.219 0.0047 0.0047 0 3.367 -0.5 1.0 0.0 2.205085069444445e-05 2.205085069444445e-05 1 HIGALBM24.2982-0.4181 1
24.2993 0.2127 112.835 0.0032 0.0032 0 3.367 -0.5 1.0 0.0 1.0054184027777777e-05 1.0054184027777777e-05 1 HIGALBM24.2993+0.2127 1
24.3039 -0.844 48.349 0.0031 0.0031 0 3.367 -0.5 1.0 0.0 9.696304012345681e-06 9.696304012345681e-06 1 HIGALBM24.3039-0.8440 1
24.3124 -0.1533 54.677 0.0027 0.0027 0 3.367 -0.5 1.0 0.0 7.185378086419754e-06 7.185378086419754e-06 1 HIGALBM24.3124-0.1533 1
24.3161 -0.8558 48.623 0.0025 0.0025 0 3.367 -0.5 1.0 0.0 6.488341049382715e-06 6.488341049382715e-06 1 HIGALBM24.3161-0.8558 1
24.3189 -0.1209 53.913 0.0039 0.0039 0 3.367 -0.5 1.0 0.0 1.5449266975308645e-05 1.5449266975308645e-05 1 HIGALBM24.3189-0.1209 1
24.3199 -0.4146 43.026 0.0029 0.0029 0 3.367 -0.5 1.0 0.0 8.393896604938271e-06 8.393896604938271e-06 1 HIGALBM24.3199-0.4146 1
24.3225 0.6499 18.387 0.005 0.005 0 3.367 -0.5 1.0 0.0 2.5111234567901236e-05 2.5111234567901236e-05 1 HIGALBM24.3225+0.6499 1
24.3229 0.755 42.375 0.0037 0.0037 0 3.367 -0.5 1.0 0.0 1.3403734567901234e-05 1.3403734567901234e-05 1 HIGALBM24.3229+0.7550 1
24.3269 -0.8725 48.633 0.0043 0.0043 0 3.367 -0.5 1.0 0.0 1.8097934027777776e-05 1.8097934027777776e-05 1 HIGALBM24.3269-0.8725 1
24.3269 -0.2055 54.711 0.0021 0.0021 0 3.367 -0.5 1.0 0.0 4.3229340277777774e-06 4.3229340277777774e-06 1 HIGALBM24.3269-0.2055 1
24.3286 0.1448 112.429 0.0001 0.0001 0 3.367 0.5 1.0 0.0 1.3937114197530862e-08 1.3937114197530862e-08 1 HIGALBM24.3286+0.1448 1
24.3391 0.2601 112.999 0.0021 0.0021 0 3.367 -0.5 1.0 0.0 4.492044753086419e-06 4.492044753086419e-06 1 HIGALBM24.3391+0.2601 1
24.34 0.2854 113.016 0.0054 0.0054 0 3.367 -0.5 1.0 0.0 2.9130007716049385e-05 2.9130007716049385e-05 1 HIGALBM24.3400+0.2854 1
24.3498 0.0605 116.821 0.0039 0.0039 0 3.367 -0.5 1.0 0.0 1.4876020447530865e-05 1.4876020447530865e-05 1 HIGALBM24.3498+0.0605 1
24.3513 -0.7133 58.579 0.0023 0.0023 0 3.367 -0.5 1.0 0.0 5.2199556327160495e-06 5.2199556327160495e-06 1 HIGALBM24.3513-0.7133 1
24.3528 -0.1424 56.111 0.0025 0.0025 0 3.367 -0.5 1.0 0.0 6.243057484567899e-06 6.243057484567899e-06 1 HIGALBM24.3528-0.1424 1
24.3584 0.0683 116.837 0.0024 0.0024 0 3.367 -0.5 1.0 0.0 5.548641975308642e-06 5.548641975308642e-06 1 HIGALBM24.3584+0.0683 1
24.3665 -0.1671 56.405 0.0029 0.0029 0 3.367 -0.5 1.0 0.0 8.686118827160493e-06 8.686118827160493e-06 1 HIGALBM24.3665-0.1671 1
24.3673 -0.3724 43.122 0.0044 0.0044 0 3.367 -0.5 1.0 0.0 1.9470156249999997e-05 1.9470156249999997e-05 1 HIGALBM24.3673-0.3724 1
24.3677 0.4812 102.157 0.0028 0.0028 0 3.367 -0.5 1.0 0.0 7.917970679012347e-06 7.917970679012347e-06 1 HIGALBM24.3677+0.4812 1
24.3686 0.1007 115.791 0.0047 0.0047 0 3.367 -0.5 1.0 0.0 2.1687131558641975e-05 2.1687131558641975e-05 1 HIGALBM24.3686+0.1007 1
24.3744 -0.1581 56.432 0.0012 0.0012 0 3.367 -0.5 1.0 0.0 1.5555632716049383e-06 1.5555632716049383e-06 1 HIGALBM24.3744-0.1581 1
24.3784 0.0777 116.389 0.0037 0.0037 0 3.367 -0.5 1.0 0.0 1.3526049382716048e-05 1.3526049382716048e-05 1 HIGALBM24.3784+0.0777 1
24.3785 0.4565 102.687 0.004 0.004 0 3.367 -0.5 1.0 0.0 1.6100156250000004e-05 1.6100156250000004e-05 1 HIGALBM24.3785+0.4565 1
24.3923 0.5476 101.329 0.0036 0.0036 0 3.367 -0.5 1.0 0.0 1.2980007716049385e-05 1.2980007716049385e-05 1 HIGALBM24.3923+0.5476 1
24.4006 -0.1883 58.421 0.0015 0.0015 0 3.367 -0.5 1.0 0.0 2.229214891975309e-06 2.229214891975309e-06 1 HIGALBM24.4006-0.1883 1
24.4018 0.5346 100.892 0.0035 0.0035 0 3.367 -0.5 1.0 0.0 1.2435418595679012e-05 1.2435418595679012e-05 1 HIGALBM24.4018+0.5346 1
24.4053 -0.7619 57.045 0.0022 0.0022 0 3.367 -0.5 1.0 0.0 4.754822530864196e-06 4.754822530864196e-06 1 HIGALBM24.4053-0.7619 1
24.4115 0.5742 102.331 0.0043 0.0043 0 3.367 -0.5 1.0 0.0 1.812157600308642e-05 1.812157600308642e-05 1 HIGALBM24.4115+0.5742 1
24.4171 -0.8342 57.339 0.004 0.004 0 3.367 -0.5 1.0 0.0 1.593340277777778e-05 1.593340277777778e-05 1 HIGALBM24.4171-0.8342 1
24.4172 -0.4256 61.594 0.0023 0.0023 0 3.367 -0.5 1.0 0.0 5.1946006944444445e-06 5.1946006944444445e-06 1 HIGALBM24.4172-0.4256 1
24.4183 0.1003 113.869 0.0017 0.0017 0 3.367 -0.5 1.0 0.0 2.7546778549382715e-06 2.7546778549382715e-06 1 HIGALBM24.4183+0.1003 1
24.4267 -0.8547 58.486 0.0041 0.0041 0 3.367 -0.5 1.0 0.0 1.678722993827161e-05 1.678722993827161e-05 1 HIGALBM24.4267-0.8547 1
24.4271 -0.2525 58.466 0.005 0.005 0 3.367 -0.5 1.0 0.0 2.5292517361111113e-05 2.5292517361111113e-05 1 HIGALBM24.4271-0.2525 1
24.4276 -0.5259 59.882 0.0028 0.0028 0 3.367 -0.5 1.0 0.0 7.84e-06 7.84e-06 1 HIGALBM24.4276-0.5259 1
24.4291 0.9655 10.265 0.0021 0.0021 0 3.367 -0.5 1.0 0.0 4.586736111111111e-06 4.586736111111111e-06 1 HIGALBM24.4291+0.9655 1
24.4371 -0.3601 43.008 0.0026 0.0026 0 3.367 -0.5 1.0 0.0 6.767224151234567e-06 6.767224151234567e-06 1 HIGALBM24.4371-0.3601 1
24.4392 -0.1461 44.6 0.0033 0.0033 0 3.367 -0.5 1.0 0.0 1.0981859567901234e-05 1.0981859567901234e-05 1 HIGALBM24.4392-0.1461 1
24.4423 -0.2273 57.403 0.0026 0.0026 0 3.367 -0.5 1.0 0.0 6.637779706790123e-06 6.637779706790123e-06 1 HIGALBM24.4423-0.2273 1
24.4424 -0.2682 96.056 0.0033 0.0033 0 3.367 -0.5 1.0 0.0 1.1037160493827163e-05 1.1037160493827163e-05 1 HIGALBM24.4424-0.2682 1
24.4439 0.7448 91.768 0.0031 0.0031 0 3.367 -0.5 1.0 0.0 9.412964891975309e-06 9.412964891975309e-06 1 HIGALBM24.4439+0.7448 1
24.4474 -0.1274 44.842 0.0041 0.0041 0 3.367 -0.5 1.0 0.0 1.705001736111111e-05 1.705001736111111e-05 1 HIGALBM24.4474-0.1274 1
24.4524 0.4885 102.954 0.0021 0.0021 0 3.367 0.5 1.0 0.0 4.539266975308643e-06 4.539266975308643e-06 1 HIGALBM24.4524+0.4885 1
24.455 0.5154 101.539 0.0035 0.0035 0 3.367 0.5 1.0 0.0 1.2366944444444444e-05 1.2366944444444444e-05 1 HIGALBM24.4550+0.5154 1
24.4579 0.5078 102.001 0.0074 0.0074 0 3.367 0.5 1.0 0.0 5.4431604938271596e-05 5.4431604938271596e-05 1 HIGALBM24.4579+0.5078 1
24.4584 -0.8533 58.271 0.0037 0.0037 0 3.367 -0.5 1.0 0.0 1.3751736111111111e-05 1.3751736111111111e-05 1 HIGALBM24.4584-0.8533 1
24.468 0.4707 103.027 0.0028 0.0028 0 3.367 -0.5 1.0 0.0 7.646761188271607e-06 7.646761188271607e-06 1 HIGALBM24.4680+0.4707 1
24.4688 0.4962 103.03 0.0035 0.0035 0 3.367 0.5 1.0 0.0 1.2075624999999998e-05 1.2075624999999998e-05 1 HIGALBM24.4688+0.4962 1
24.4729 0.4865 102.58 0.0038 0.0038 0 3.367 -0.5 1.0 0.0 1.4125069444444443e-05 1.4125069444444443e-05 1 HIGALBM24.4729+0.4865 1
24.4781 0.2897 109.966 0.0026 0.0026 0 3.367 -0.5 1.0 0.0 6.949081790123457e-06 6.949081790123457e-06 1 HIGALBM24.4781+0.2897 1
24.4809 -0.5177 60.281 0.0022 0.0022 0 3.367 -0.5 1.0 0.0 4.7730111882716056e-06 4.7730111882716056e-06 1 HIGALBM24.4809-0.5177 1
24.4814 0.4688 103.083 0.0049 0.0049 0 3.367 -0.5 1.0 0.0 2.360340277777777e-05 2.360340277777777e-05 1 HIGALBM24.4814+0.4688 1
24.4887 -0.6913 48.204 0.0013 0.0013 0 3.367 -0.5 1.0 0.0 1.6648167438271599e-06 1.6648167438271599e-06 1 HIGALBM24.4887-0.6913 1
24.4912 -0.142 43.537 0.0006 0.0006 0 3.367 -0.5 1.0 0.0 3.7515625e-07 3.7515625e-07 1 HIGALBM24.4912-0.1420 1
24.4919 -0.3625 43.769 0.0026 0.0026 0 3.367 -0.5 1.0 0.0 6.868767361111112e-06 6.868767361111112e-06 1 HIGALBM24.4919-0.3625 1
24.492 -0.0379 110.532 0.0011 0.0011 0 3.367 -0.5 1.0 0.0 1.2844444444444445e-06 1.2844444444444445e-06 1 HIGALBM24.4920-0.0379 1
24.4936 -0.498 60.603 0.0049 0.0049 0 3.367 -0.5 1.0 0.0 2.4365192901234565e-05 2.4365192901234565e-05 1 HIGALBM24.4936-0.4980 1
24.4981 0.1804 104.578 0.0044 0.0044 0 3.367 -0.5 1.0 0.0 1.893458526234568e-05 1.893458526234568e-05 1 HIGALBM24.4981+0.1804 1
24.5018 0.1906 104.596 0.0037 0.0037 0 3.367 -0.5 1.0 0.0 1.3669452160493828e-05 1.3669452160493828e-05 1 HIGALBM24.5018+0.1906 1
24.5062 -0.7722 49.952 0.0036 0.0036 0 3.367 -0.5 1.0 0.0 1.3080277777777776e-05 1.3080277777777776e-05 1 HIGALBM24.5062-0.7722 1
24.5065 -0.2214 99.904 0.0022 0.0022 0 3.367 -0.5 1.0 0.0 4.8828722993827165e-06 4.8828722993827165e-06 1 HIGALBM24.5065-0.2214 1
24.507 -0.2314 99.903 0.0042 0.0042 0 3.367 -0.5 1.0 0.0 1.7234029706790126e-05 1.7234029706790126e-05 1 HIGALBM24.5070-0.2314 1
24.5081 -0.8006 59.215 0.0041 0.0041 0 3.367 -0.5 1.0 0.0 1.6571684027777777e-05 1.6571684027777777e-05 1 HIGALBM24.5081-0.8006 1
24.5101 -0.0563 48.486 0.0029 0.0029 0 3.367 -0.5 1.0 0.0 8.217777777777778e-06 8.217777777777778e-06 1 HIGALBM24.5101-0.0563 1
24.5126 -0.9597 58.117 0.0025 0.0025 0 3.367 -0.5 1.0 0.0 6.460069444444446e-06 6.460069444444446e-06 1 HIGALBM24.5126-0.9597 1
24.5133 -0.6063 61.827 0.0036 0.0036 0 3.367 -0.5 1.0 0.0 1.3160771604938273e-05 1.3160771604938273e-05 1 HIGALBM24.5133-0.6063 1
24.5187 -0.1103 44.044 0.0018 0.0018 0 3.367 -0.5 1.0 0.0 3.1555574845679007e-06 3.1555574845679007e-06 1 HIGALBM24.5187-0.1103 1
24.5196 -0.0714 83.962 0.0074 0.0074 0 3.367 -0.5 1.0 0.0 5.4760000000000004e-05 5.4760000000000004e-05 1 HIGALBM24.5196-0.0714 1
24.5198 -0.564 60.958 0.0014 0.0014 0 3.367 -0.5 1.0 0.0 2.0227160493827164e-06 2.0227160493827164e-06 1 HIGALBM24.5198-0.5640 1
24.5249 -0.1391 43.834 0.0021 0.0021 0 3.367 -0.5 1.0 0.0 4.450927854938271e-06 4.450927854938271e-06 1 HIGALBM24.5249-0.1391 1
24.5254 0.3522 109.14 0.0034 0.0034 0 3.367 -0.5 1.0 0.0 1.1222500000000001e-05 1.1222500000000001e-05 1 HIGALBM24.5254+0.3522 1
24.5262 0.3195 109.652 0.0038 0.0038 0 3.367 -0.5 1.0 0.0 1.475840277777778e-05 1.475840277777778e-05 1 HIGALBM24.5262+0.3195 1
24.5285 0.3371 109.669 0.001 0.001 0 3.367 -0.5 1.0 0.0 1.0279706790123455e-06 1.0279706790123455e-06 1 HIGALBM24.5285+0.3371 1
24.5318 -0.1823 42.934 0.0026 0.0026 0 3.367 -0.5 1.0 0.0 6.659266975308639e-06 6.659266975308639e-06 1 HIGALBM24.5318-0.1823 1
24.5371 -0.3597 44.293 0.001 0.001 0 3.367 -0.5 1.0 0.0 1.0307889660493826e-06 1.0307889660493826e-06 1 HIGALBM24.5371-0.3597 1
24.5372 0.5402 104.264 0.0057 0.0057 0 3.367 -0.5 1.0 0.0 3.196960069444445e-05 3.196960069444445e-05 1 HIGALBM24.5372+0.5402 1
24.5411 0.3126 109.22 0.002 0.002 0 3.367 -0.5 1.0 0.0 3.851406250000001e-06 3.851406250000001e-06 1 HIGALBM24.5411+0.3126 1
24.5414 -0.9113 58.184 0.0032 0.0032 0 3.367 -0.5 1.0 0.0 1.0526419753086419e-05 1.0526419753086419e-05 1 HIGALBM24.5414-0.9113 1
24.5421 -0.5127 60.729 0.0018 0.0018 0 3.367 -0.5 1.0 0.0 3.2901929012345682e-06 3.2901929012345682e-06 1 HIGALBM24.5421-0.5127 1
24.5426 -0.1308 95.111 0.0045 0.0045 0 3.367 -0.5 1.0 0.0 2.0500771604938276e-05 2.0500771604938276e-05 1 HIGALBM24.5426-0.1308 1
24.5439 -0.4942 61.001 0.0032 0.0032 0 3.367 -0.5 1.0 0.0 1.0355881558641976e-05 1.0355881558641976e-05 1 HIGALBM24.5439-0.4942 1
24.5461 -0.7348 48.8 0.0032 0.0032 0 3.367 -0.5 1.0 0.0 1.0213350694444445e-05 1.0213350694444445e-05 1 HIGALBM24.5461-0.7348 1
24.5463 0.1608 101.909 0.0032 0.0032 0 3.367 -0.5 1.0 0.0 1.0213350694444445e-05 1.0213350694444445e-05 1 HIGALBM24.5463+0.1608 1
24.5502 -0.1304 95.579 0.0038 0.0038 0 3.367 -0.5 1.0 0.0 1.4418896604938272e-05 1.4418896604938272e-05 1 HIGALBM24.5502-0.1304 1
