GLON GLAT VLSR a b pa d_VLSR p_far cos_pa sin_pa aa bb Dist_lit KDA f_avg ID in_grs
30.9465 -0.1934 88.9900 0.0047 0.0019 193 3.3200 -0.5 -0.9743700647852352 -0.22495105434386498 2.1868613040123454e-05 3.6152797067901236e-06 5.51 N 1 4612 1
30.9494 -0.3965 85.3800 0.0046 0.0016 267 3.3200 -0.5 -0.052335956242944306 -0.9986295347545738 2.0778402777777778e-05 2.4327334104938273e-06 5.29 N 1 4623 1
30.9453 -0.8583 100.4700 0.0037 0.0013 165 3.3200 -0.5 -0.9659258262890683 0.2588190451025206 1.3844600694444446e-05 1.8150077160493825e-06 6.44 N 1 4625 1
30.9521 -0.8435 99.6100 0.0027 0.0015 94 3.3200 -0.5 -0.06975647374412534 0.9975640502598242 7.074122299382716e-06 2.171529706790123e-06 6.34 N 1 4626 1
30.9596 -0.3871 86.5400 0.0029 0.0018 134 3.3200 -0.5 -0.6946583704589974 0.7193398003386511 8.490748456790124e-06 3.1852334104938273e-06 5.36 N 1 4628 1
30.9626 -0.8724 47.7600 0.0055 0.0032 262 3.3200 -0.5 -0.13917310096006583 -0.9902680687415703 3.034173611111111e-05 1.041854938271605e-05 3.21 N 1 4629 1
30.9613 -0.3106 83.0500 0.0033 0.0030 199 3.3200 0.5 -0.945518575599317 -0.32556815445715637 1.1009492669753085e-05 9.025017361111112e-06 9.42 F 1 4630 1
30.9732 0.5635 22.8900 0.0020 0.0014 186 3.3200 -0.5 -0.9945218953682733 -0.10452846326765348 3.8079185956790127e-06 2.0864197530864203e-06 1.67 N 1 4634 1
30.9806 -0.8601 99.6100 0.0054 0.0027 90 3.3200 -0.5 6.123233995736766e-17 1.0 2.904012345679012e-05 7.177934027777777e-06 6.35 N 1 4635 1
30.9948 0.1191 100.4900 0.0064 0.0043 175 3.3200 0.5 -0.9961946980917455 0.0871557427476582 4.0888919753086415e-05 1.8777777777777777e-05 8.13 F 1 4640 1
31.0134 -0.2556 84.5200 0.0062 0.0046 237 3.3200 -0.5 -0.544639035015027 -0.838670567945424 3.80106500771605e-05 2.0816406250000005e-05 5.24 N 1 4644 1
31.0057 0.0495 100.4900 0.0041 0.0022 126 3.3200 0.5 -0.587785252292473 0.8090169943749475 1.6413751929012348e-05 4.628474151234568e-06 8.12 F 1 4645 1
31.0448 0.0707 18.2900 0.0053 0.0035 260 3.3200 0.5 -0.17364817766693033 -0.984807753012208 2.800173611111111e-05 1.2162656249999998e-05 13.23 F 1 4659 1
31.0427 -0.3413 90.2600 0.0045 0.0026 188 3.3200 -0.5 -0.9902680687415703 -0.13917310096006552 1.98643537808642e-05 6.868767361111112e-06 5.61 N 1 4660 1
31.0581 -0.3584 90.0500 0.0031 0.0026 131 3.3200 -0.5 -0.6560590289905072 0.7547095802227721 9.670372299382718e-06 6.767224151234567e-06 5.59 N 1 4664 1
31.0729 0.2464 83.5500 0.0039 0.0028 114 3.3200 -0.5 -0.40673664307580026 0.9135454576426009 1.5580563271604943e-05 7.972779706790122e-06 5.19 N 1 4669 1
