GLON GLAT VLSR a b pa d_VLSR p_far cos_pa sin_pa aa bb Source
30.6380 -0.1970 90.8000 0.0288 0.0288 0 1.7600 0.5 1.0 0.0 0.0008313611111111111 0.0008313611111111111 4488
30.7070 -0.3750 53.2000 0.0488 0.0488 0 1.4900 0.5 1.0 0.0 0.0023846944444444445 0.0023846944444444445 4506
30.7090 -0.3000 100.9000 0.0352 0.0352 0 1.3400 0.5 1.0 0.0 0.0012366944444444443 0.0012366944444444443 4515
30.7590 0.2150 97.8000 0.0495 0.0495 0 1.5100 -0.5 1.0 0.0 0.00245025 0.00245025 4533
30.8390 0.3240 98.1000 0.0348 0.0348 0 1.7800 -0.5 1.0 0.0 0.0012133611111111106 0.0012133611111111106 4569
30.8870 0.1370 95.8000 0.0627 0.0627 0 2.6100 -0.5 1.0 0.0 0.00392711111111111 0.00392711111111111 4577
30.8180 -0.1980 51.7000 0.1310 0.1310 0 1.8500 -0.5 1.0 0.0 0.017161000000000003 0.017161000000000003 4578
30.9000 0.0950 39.9000 0.0792 0.0792 0 1.8500 -0.5 1.0 0.0 0.006267361111111111 0.006267361111111111 4582
30.8310 0.0850 74.7000 0.0987 0.0987 0 1.9000 -0.5 1.0 0.0 0.009735111111111111 0.009735111111111111 4586
30.8590 -0.0790 100.4000 0.0435 0.0435 0 1.9400 -0.5 1.0 0.0 0.0018922499999999998 0.0018922499999999998 4584
30.9990 -0.1030 78.2000 0.0575 0.0575 0 2.0600 0.5 1.0 0.0 0.00330625 0.00330625 4633
31.0440 0.2850 97.5000 0.0808 0.0808 0 1.7400 -0.5 1.0 0.0 0.006534027777777777 0.006534027777777777 4654
31.0360 0.7630 50.3000 0.0770 0.0770 0 1.2300 -0.5 1.0 0.0 0.005929 0.005929 4655
31.0140 0.3630 79.6000 0.2160 0.2160 0 2.4100 -0.5 1.0 0.0 0.046655999999999996 0.046655999999999996 4662
31.0660 0.0200 38.8000 0.0627 0.0627 0 2.6000 0.5 1.0 0.0 0.00392711111111111 0.00392711111111111 4668
31.0810 0.4580 29.9000 0.0337 0.0337 0 3.4900 0.5 1.0 0.0 0.0011334444444444443 0.0011334444444444443 4673
31.1460 0.0360 39.4000 0.0663 0.0663 0 2.3800 0.5 1.0 0.0 0.004400111111111111 0.004400111111111111 4683
31.1320 -0.1500 41.2000 0.0695 0.0695 0 1.2500 -0.5 1.0 0.0 0.004830249999999999 0.004830249999999999 4694
31.3020 0.1070 34.2000 0.0275 0.0275 0 1.2000 0.5 1.0 0.0 0.0007562499999999999 0.0007562499999999999 4741
31.3190 -0.1380 42.0000 0.0378 0.0378 0 1.2400 0.5 1.0 0.0 0.001431361111111111 0.001431361111111111 4743
31.3730 -0.0510 97.0000 0.0633 0.0633 0 2.0800 0.5 1.0 0.0 0.00401111111111111 0.00401111111111111 4751
31.3990 0.2110 18.4000 0.0295 0.0295 0 1.1100 0.5 1.0 0.0 0.0008702499999999999 0.0008702499999999999 4759
31.4010 -0.2790 87.7000 0.0525 0.0525 0 1.7200 0.5 1.0 0.0 0.0027562499999999996 0.0027562499999999996 4760
31.3870 0.3080 97.5000 0.0998 0.0998 0 3.1200 -0.5 1.0 0.0 0.009966694444444443 0.009966694444444443 4764
31.5350 -0.3510 89.6000 0.0697 0.0697 0 1.4000 0.5 1.0 0.0 0.004853444444444442 0.004853444444444442 4786
31.4530 0.3830 96.3000 0.0658 0.0658 0 1.8600 0.5 1.0 0.0 0.004334027777777779 0.004334027777777779 4788
31.5200 -0.1560 47.5000 0.0340 0.0340 0 1.1200 -0.5 1.0 0.0 0.0011560000000000001 0.0011560000000000001 4793
31.5190 0.4530 83.5000 0.0248 0.0248 0 0.8000 0.5 1.0 0.0 0.0006166944444444443 0.0006166944444444443 4794
31.5380 -0.0820 43.0000 0.0790 0.0790 0 3.7800 -0.5 1.0 0.0 0.006241 0.006241 4802
31.5710 -0.0900 85.4000 0.0340 0.0340 0 1.2000 -0.5 1.0 0.0 0.0011560000000000001 0.0011560000000000001 4803
31.5670 0.3830 24.3000 0.0697 0.0697 0 1.3000 0.5 1.0 0.0 0.004853444444444442 0.004853444444444442 4807
31.6340 -0.2420 44.4000 0.0650 0.0650 0 1.6600 -0.5 1.0 0.0 0.0042250000000000005 0.0042250000000000005 4819
31.6660 0.2630 92.6000 0.0385 0.0385 0 1.0200 0.5 1.0 0.0 0.00148225 0.00148225 4842
31.6640 -0.0390 39.5000 0.0397 0.0397 0 1.3400 -0.5 1.0 0.0 0.0015734444444444442 0.0015734444444444442 4844
31.6660 -0.4310 80.4000 0.0880 0.0880 0 1.0500 -0.5 1.0 0.0 0.007744000000000002 0.007744000000000002 4851
31.7380 -0.2000 99.5000 0.0307 0.0307 0 0.7700 0.5 1.0 0.0 0.0009404444444444446 0.0009404444444444446 4856
31.7680 -0.1460 37.8000 0.0757 0.0757 0 2.2700 0.5 1.0 0.0 0.005725444444444444 0.005725444444444444 4877
31.9800 -0.4270 71.0000 0.1595 0.1595 0 1.0800 -0.5 1.0 0.0 0.02544025 0.02544025 4884
31.9000 -0.2380 44.4000 0.0490 0.0490 0 1.1300 0.5 1.0 0.0 0.0024010000000000004 0.0024010000000000004 4894
31.9160 0.4540 27.7000 0.0238 0.0238 0 1.3300 0.5 1.0 0.0 0.0005680277777777776 0.0005680277777777776 4897
32.0280 -0.2580 97.7000 0.1235 0.1235 0 2.6300 0.5 1.0 0.0 0.01525225 0.01525225 4909
31.9640 0.1000 96.4000 0.2300 0.2300 0 1.7200 -0.5 1.0 0.0 0.0529 0.0529 4911
32.0900 -0.0540 71.7000 0.0612 0.0612 0 2.3200 -0.5 1.0 0.0 0.003741361111111111 0.003741361111111111 4918
32.0910 -0.0870 45.9000 0.0725 0.0725 0 3.1100 0.5 1.0 0.0 0.00525625 0.00525625 4922
32.0910 -0.1080 42.3000 0.0937 0.0937 0 3.2600 0.5 1.0 0.0 0.008773444444444443 0.008773444444444443 4927
32.1320 -0.2630 91.9000 0.0250 0.0250 0 0.8800 0.5 1.0 0.0 0.0006250000000000001 0.0006250000000000001 4929
32.2370 0.0850 82.8000 0.0922 0.0922 0 1.1700 0.5 1.0 0.0 0.008494694444444445 0.008494694444444445 4943
32.2680 -0.2230 22.6000 0.0240 0.0240 0 1.3100 0.5 1.0 0.0 0.000576 0.000576 4949
32.4210 0.1420 43.8000 0.0872 0.0872 0 2.3300 0.5 1.0 0.0 0.007598027777777778 0.007598027777777778 4954
32.4390 -0.0970 79.7000 0.0858 0.0858 0 1.7100 -0.5 1.0 0.0 0.007367361111111113 0.007367361111111113 4961
32.4250 0.3980 50.4000 0.0697 0.0697 0 2.0000 0.5 1.0 0.0 0.004853444444444442 0.004853444444444442 4970
32.4830 0.2180 48.6000 0.0932 0.0932 0 3.0100 0.5 1.0 0.0 0.008680027777777776 0.008680027777777776 4975
32.5750 -0.0150 75.0000 0.0702 0.0702 0 2.3100 0.5 1.0 0.0 0.004923361111111111 0.004923361111111111 5006
32.7390 -0.2660 90.2000 0.1185 0.1185 0 1.0700 -0.5 1.0 0.0 0.014042250000000003 0.014042250000000003 5008
32.6780 -0.3570 45.3000 0.0498 0.0498 0 1.8500 0.5 1.0 0.0 0.002483361111111111 0.002483361111111111 5023
32.7230 0.1000 93.9000 0.0988 0.0988 0 2.8500 -0.5 1.0 0.0 0.009768027777777777 0.009768027777777777 5039
32.8250 -0.0810 37.6000 0.1183 0.1183 0 2.4300 -0.5 1.0 0.0 0.014002777777777777 0.014002777777777777 5041
32.7670 0.1950 17.0000 0.0548 0.0548 0 2.6100 0.5 1.0 0.0 0.003006694444444444 0.003006694444444444 5053
32.8140 0.0450 88.4000 0.0750 0.0750 0 2.4700 0.5 1.0 0.0 0.005625 0.005625 5054
32.8580 -0.1920 81.5000 0.1540 0.1540 0 2.3000 -0.5 1.0 0.0 0.023716 0.023716 5060
32.8680 -0.4620 48.5000 0.0853 0.0853 0 1.7200 0.5 1.0 0.0 0.007281777777777778 0.007281777777777778 5076
32.9730 0.1450 75.7000 0.0425 0.0425 0 1.4300 -0.5 1.0 0.0 0.0018062499999999997 0.0018062499999999997 5092
32.9600 -0.0900 89.1000 0.0842 0.0842 0 1.5300 0.5 1.0 0.0 0.007084027777777778 0.007084027777777778 5097
33.0550 0.0650 83.3000 0.0613 0.0613 0 1.2900 -0.5 1.0 0.0 0.0037617777777777784 0.0037617777777777784 5100
32.9960 -0.3840 49.4000 0.0740 0.0740 0 1.7700 0.5 1.0 0.0 0.005476000000000002 0.005476000000000002 5108
33.1440 -0.0930 76.2000 0.1095 0.1095 0 1.4400 -0.5 1.0 0.0 0.01199025 0.01199025 5120
33.3620 0.1670 84.3000 0.0572 0.0572 0 1.8400 0.5 1.0 0.0 0.003268027777777778 0.003268027777777778 5165
33.4270 0.0020 73.4000 0.0898 0.0898 0 2.1500 0.5 1.0 0.0 0.008070027777777775 0.008070027777777775 5171
33.6440 0.1970 93.2000 0.0740 0.0740 0 1.4800 0.5 1.0 0.0 0.005476000000000002 0.005476000000000002 5218
33.6070 -0.2240 60.8000 0.0660 0.0660 0 0.9800 0.5 1.0 0.0 0.0043560000000000005 0.0043560000000000005 5226
33.8080 -0.1810 48.6000 0.0460 0.0460 0 1.9100 0.5 1.0 0.0 0.002116 0.002116 5263
33.9920 -0.0140 60.5000 0.0555 0.0555 0 1.9300 0.5 1.0 0.0 0.00308025 0.00308025 5286
34.0450 0.1220 35.1000 0.0692 0.0692 0 1.5100 -0.5 1.0 0.0 0.004784027777777778 0.004784027777777778 5299
34.1160 0.4670 35.0000 0.0375 0.0375 0 1.4800 0.5 1.0 0.0 0.00140625 0.00140625 5310
34.2060 -0.6160 58.4000 0.0865 0.0865 0 1.7400 -0.5 1.0 0.0 0.007482250000000001 0.007482250000000001 5321
34.2640 0.1780 57.4000 0.2343 0.2343 0 2.2900 -0.5 1.0 0.0 0.05491211111111111 0.05491211111111111 5332
34.4170 0.0550 90.5000 0.0948 0.0948 0 2.1700 0.5 1.0 0.0 0.008993361111111112 0.008993361111111112 5384
34.6710 -0.0710 78.3000 0.2042 0.2042 0 2.5700 -0.5 1.0 0.0 0.04168402777777778 0.04168402777777778 5441
34.7650 -0.0700 51.5000 0.0440 0.0440 0 2.3500 0.5 1.0 0.0 0.0019360000000000004 0.0019360000000000004 5445
34.8220 0.3460 58.2000 0.1123 0.1123 0 1.3100 -0.5 1.0 0.0 0.012618777777777779 0.012618777777777779 5467
34.9900 0.3490 52.0000 0.1765 0.1765 0 1.7400 -0.5 1.0 0.0 0.031152249999999996 0.031152249999999996 5530
35.0500 -0.4940 49.7000 0.0977 0.0977 0 2.3200 -0.5 1.0 0.0 0.009538777777777778 0.009538777777777778 5538
35.2280 -0.3610 52.4000 0.0173 0.0173 0 1.7300 0.5 1.0 0.0 0.00030044444444444443 0.00030044444444444443 5572
35.4230 0.2510 49.9000 0.1158 0.1158 0 2.4100 -0.5 1.0 0.0 0.01341736111111111 0.01341736111111111 5621
35.4560 -0.2940 55.3000 0.0278 0.0278 0 1.5000 0.5 1.0 0.0 0.0007746944444444444 0.0007746944444444444 5623
35.4540 0.1420 77.1000 0.0753 0.0753 0 2.7700 -0.5 1.0 0.0 0.005675111111111109 0.005675111111111109 5627
35.4290 -0.2900 44.9000 0.2987 0.2987 0 1.7300 -0.5 1.0 0.0 0.0892017777777778 0.0892017777777778 5631
35.5810 0.0670 49.7000 0.0485 0.0485 0 2.9600 -0.5 1.0 0.0 0.00235225 0.00235225 5653
35.5800 -0.0060 54.0000 0.0498 0.0498 0 2.1700 0.5 1.0 0.0 0.002483361111111111 0.002483361111111111 5657
35.5950 0.2270 49.6000 0.0277 0.0277 0 0.9600 -0.5 1.0 0.0 0.0007654444444444444 0.0007654444444444444 5665
35.5770 -0.2090 48.5000 0.0772 0.0772 0 1.2500 -0.5 1.0 0.0 0.005954694444444444 0.005954694444444444 5667
35.7550 -0.1780 28.3000 0.1413 0.1413 0 0.7000 -0.5 1.0 0.0 0.019975111111111114 0.019975111111111114 5685
35.7380 0.1520 83.3000 0.0720 0.0720 0 1.0500 -0.5 1.0 0.0 0.005184000000000001 0.005184000000000001 5695
35.7900 -0.1620 61.2000 0.0545 0.0545 0 1.4100 -0.5 1.0 0.0 0.00297025 0.00297025 5700
35.7260 0.2130 29.1000 0.1260 0.1260 0 0.6500 -0.5 1.0 0.0 0.015876 0.015876 5701
36.3700 -0.0700 30.2000 0.1262 0.1262 0 1.1200 -0.5 1.0 0.0 0.01591802777777778 0.01591802777777778 5754
36.4460 0.0180 59.3000 0.0487 0.0487 0 0.9600 0.5 1.0 0.0 0.0023684444444444443 0.0023684444444444443 5756
36.6870 0.0760 61.0000 0.0602 0.0602 0 1.5300 0.5 1.0 0.0 0.003620027777777778 0.003620027777777778 5782
36.8130 -0.0320 59.8000 0.0535 0.0535 0 1.3300 0.5 1.0 0.0 0.0028622499999999998 0.0028622499999999998 5798
36.8790 -0.5030 59.3000 0.0710 0.0710 0 1.8100 0.5 1.0 0.0 0.0050409999999999995 0.0050409999999999995 5802
36.8990 -0.4070 80.0000 0.0995 0.0995 0 1.8000 -0.5 1.0 0.0 0.009900249999999998 0.009900249999999998 5804
36.9280 -0.0840 80.0000 0.1707 0.1707 0 1.5700 -0.5 1.0 0.0 0.02912711111111111 0.02912711111111111 5813
37.2930 -0.0920 46.1000 0.0615 0.0615 0 1.2400 0.5 1.0 0.0 0.00378225 0.00378225 5825
37.2850 -0.2500 38.6000 0.0713 0.0713 0 2.2400 0.5 1.0 0.0 0.005088444444444444 0.005088444444444444 5839
37.4340 -0.0600 56.9000 0.0580 0.0580 0 1.5500 0.5 1.0 0.0 0.0033639999999999994 0.0033639999999999994 5847
37.5610 -0.1050 51.8000 0.0282 0.0282 0 1.5200 0.5 1.0 0.0 0.0007933611111111111 0.0007933611111111111 5849
37.7400 -0.0980 46.3000 0.0488 0.0488 0 1.4500 0.5 1.0 0.0 0.0023846944444444445 0.0023846944444444445 5864
37.7500 -0.2050 61.5000 0.0438 0.0438 0 2.9700 -0.5 1.0 0.0 0.0019213611111111107 0.0019213611111111107 5869
37.8210 0.4390 17.4000 0.0572 0.0572 0 1.4500 0.5 1.0 0.0 0.003268027777777778 0.003268027777777778 5874
37.8410 -0.3990 63.4000 0.0977 0.0977 0 3.2400 0.5 1.0 0.0 0.009538777777777778 0.009538777777777778 5879
38.1230 -0.2470 82.7000 0.0428 0.0428 0 1.5200 -0.5 1.0 0.0 0.001834694444444444 0.001834694444444444 5894
38.1430 -0.0540 82.8000 0.0602 0.0602 0 1.8200 0.5 1.0 0.0 0.003620027777777778 0.003620027777777778 5899
38.2500 -0.1970 64.8000 0.1233 0.1233 0 2.8100 0.5 1.0 0.0 0.015211111111111113 0.015211111111111113 5906
38.3850 -0.1210 81.4000 0.0778 0.0778 0 1.4800 0.5 1.0 0.0 0.0060580277777777785 0.0060580277777777785 5910
38.5430 0.1750 29.9000 0.0470 0.0470 0 1.1900 0.5 1.0 0.0 0.002209 0.002209 5919
38.5640 -0.0430 82.9000 0.0235 0.0235 0 1.0300 -0.5 1.0 0.0 0.00055225 0.00055225 5920
38.6030 -0.2570 65.9000 0.1440 0.1440 0 2.7700 0.5 1.0 0.0 0.020736000000000004 0.020736000000000004 5925
38.7090 -0.4680 50.3000 0.0742 0.0742 0 1.9200 0.5 1.0 0.0 0.005500694444444445 0.005500694444444445 5931
38.9180 -0.4690 41.3000 0.2092 0.2092 0 1.4300 -0.5 1.0 0.0 0.043750694444444446 0.043750694444444446 5958
39.1060 0.5340 22.3000 0.0927 0.0927 0 1.1800 0.5 1.0 0.0 0.00858711111111111 0.00858711111111111 5967
39.2400 -0.0710 22.2000 0.0533 0.0533 0 1.8500 0.5 1.0 0.0 0.002844444444444445 0.002844444444444445 5972
39.3790 -0.1590 65.1000 0.0683 0.0683 0 2.0600 -0.5 1.0 0.0 0.004669444444444444 0.004669444444444444 5980
39.4820 -0.2020 53.9000 0.1140 0.1140 0 2.1200 -0.5 1.0 0.0 0.012995999999999997 0.012995999999999997 5981
39.8830 -0.3140 59.1000 0.1055 0.1055 0 2.3100 0.5 1.0 0.0 0.01113025 0.01113025 6006
40.3480 -0.2960 72.1000 0.1407 0.1407 0 1.4200 -0.5 1.0 0.0 0.01978711111111111 0.01978711111111111 6024
40.6280 -0.1340 32.8000 0.0257 0.0257 0 1.8500 0.5 1.0 0.0 0.0006587777777777778 0.0006587777777777778 6029
40.7060 -0.1330 20.7000 0.0522 0.0522 0 2.0900 0.5 1.0 0.0 0.002721361111111111 0.002721361111111111 6030
40.8840 -0.2290 26.4000 0.0525 0.0525 0 1.5000 0.5 1.0 0.0 0.0027562499999999996 0.0027562499999999996 6036
41.0860 -0.1190 63.8000 0.0345 0.0345 0 1.5300 -0.5 1.0 0.0 0.0011902499999999997 0.0011902499999999997 6040
41.1930 -0.2300 59.2000 0.1277 0.1277 0 2.4400 -0.5 1.0 0.0 0.01629877777777778 0.01629877777777778 6042
41.3330 0.0710 59.6000 0.1117 0.1117 0 1.8100 0.5 1.0 0.0 0.012469444444444444 0.012469444444444444 6069
41.7470 0.1020 13.7000 0.0127 0.0127 0 1.2400 0.5 1.0 0.0 0.00016044444444444445 0.00016044444444444445 6082
42.0950 0.3660 20.3000 0.0183 0.0183 0 1.1900 0.5 1.0 0.0 0.00033611111111111114 0.00033611111111111114 6096
42.0930 -0.4460 56.2000 0.0455 0.0455 0 1.5200 -0.5 1.0 0.0 0.00207025 0.00207025 6097
42.4310 -0.2660 64.6000 0.0572 0.0572 0 1.3700 -0.5 1.0 0.0 0.003268027777777778 0.003268027777777778 6105
42.4270 -0.4680 59.5000 0.0495 0.0495 0 1.8400 -0.5 1.0 0.0 0.00245025 0.00245025 6106
42.7090 -0.1240 65.7000 0.0553 0.0553 0 1.6500 -0.5 1.0 0.0 0.0030617777777777774 0.0030617777777777774 6108
43.0380 -0.4690 57.2000 0.0413 0.0413 0 1.0700 0.5 1.0 0.0 0.0017084444444444445 0.0017084444444444445 6110
43.0760 0.0000 14.2000 0.0178 0.0178 0 1.6700 0.5 1.0 0.0 0.00031802777777777775 0.00031802777777777775 6112
43.1290 -0.5390 57.5000 0.1167 0.1167 0 1.6100 -0.5 1.0 0.0 0.013611111111111112 0.013611111111111112 6119
43.2330 -0.0450 7.5000 0.0252 0.0252 0 2.5700 0.5 1.0 0.0 0.0006333611111111111 0.0006333611111111111 6120
43.2170 -0.1920 60.9000 0.1322 0.1322 0 2.0800 -0.5 1.0 0.0 0.017468027777777773 0.017468027777777773 6122
43.4500 -0.0190 63.6000 0.0653 0.0653 0 1.6200 -0.5 1.0 0.0 0.004268444444444444 0.004268444444444444 6124
43.8140 -0.1210 44.3000 0.0363 0.0363 0 2.1000 0.5 1.0 0.0 0.0013201111111111113 0.0013201111111111113 6126
44.2550 0.0890 56.9000 0.1168 0.1168 0 1.8800 -0.5 1.0 0.0 0.013650027777777777 0.013650027777777777 6142
44.5000 -0.1660 60.4000 0.0932 0.0932 0 1.9900 0.5 1.0 0.0 0.008680027777777776 0.008680027777777776 6150
45.1330 0.1340 59.3000 0.0855 0.0855 0 2.7600 -0.5 1.0 0.0 0.007310249999999999 0.007310249999999999 6162
45.4800 0.0540 58.9000 0.1420 0.1420 0 2.2800 -0.5 1.0 0.0 0.020163999999999998 0.020163999999999998 6172
45.8040 -0.3620 60.2000 0.0353 0.0353 0 0.8900 0.5 1.0 0.0 0.0012484444444444446 0.0012484444444444446 6202
45.8160 -0.3140 59.8000 0.1238 0.1238 0 3.2700 0.5 1.0 0.0 0.015334694444444442 0.015334694444444442 6213
46.1860 -0.0960 15.7000 0.0267 0.0267 0 1.2400 0.5 1.0 0.0 0.0007111111111111113 0.0007111111111111113 6222
47.0890 0.2950 57.4000 0.1580 0.1580 0 1.9900 0.5 1.0 0.0 0.024964 0.024964 6237
48.6420 0.0540 17.2000 0.1230 0.1230 0 1.9100 -0.5 1.0 0.0 0.015129 0.015129 6254
49.2330 0.0210 52.5000 0.0570 0.0570 0 1.2800 -0.5 1.0 0.0 0.0032489999999999993 0.0032489999999999993 6314
49.2960 -0.0420 59.7000 0.0760 0.0760 0 1.6100 -0.5 1.0 0.0 0.005776 0.005776 6325
49.3800 -0.2530 50.5000 0.0832 0.0832 0 2.1700 -0.5 1.0 0.0 0.006916694444444444 0.006916694444444444 6334
49.5710 -0.2360 54.6000 0.0547 0.0547 0 2.7000 0.5 1.0 0.0 0.0029884444444444437 0.0029884444444444437 6371
49.7340 -0.0250 47.2000 0.0993 0.0993 0 2.1700 -0.5 1.0 0.0 0.00986711111111111 0.00986711111111111 6379
50.0580 0.2640 54.0000 0.0503 0.0503 0 1.1500 -0.5 1.0 0.0 0.0025334444444444445 0.0025334444444444445 6386
50.2960 -0.4210 14.9000 0.0345 0.0345 0 1.3400 0.5 1.0 0.0 0.0011902499999999997 0.0011902499999999997 6389
50.7770 0.1720 42.8000 0.0452 0.0452 0 1.3000 0.5 1.0 0.0 0.0020400277777777778 0.0020400277777777778 6397
51.4030 -0.0220 54.9000 0.0762 0.0762 0 1.6500 0.5 1.0 0.0 0.005801361111111112 0.005801361111111112 6402
52.9750 0.4200 45.0000 0.0927 0.0927 0 1.5500 -0.5 1.0 0.0 0.00858711111111111 0.00858711111111111 6407
53.0250 0.0750 4.9000 0.0717 0.0717 0 1.9800 0.5 1.0 0.0 0.0051361111111111095 0.0051361111111111095 6410
53.1840 0.1900 4.6000 0.0670 0.0670 0 2.5000 0.5 1.0 0.0 0.004488999999999999 0.004488999999999999 6417
53.4010 0.0400 23.2000 0.2890 0.2890 0 1.2000 -0.5 1.0 0.0 0.08352099999999998 0.08352099999999998 6428
53.6130 0.2550 38.0000 0.0483 0.0483 0 2.1500 0.5 1.0 0.0 0.002336111111111111 0.002336111111111111 6436
53.8080 -0.0910 45.4000 0.0277 0.0277 0 1.3300 0.5 1.0 0.0 0.0007654444444444444 0.0007654444444444444 6442
54.1100 -0.1020 39.5000 0.1297 0.1297 0 2.7000 0.5 1.0 0.0 0.016813444444444447 0.016813444444444447 6448
54.3900 -0.0410 37.7000 0.0228 0.0228 0 0.8400 0.5 1.0 0.0 0.0005213611111111111 0.0005213611111111111 6455
55.1470 -0.2930 39.1000 0.0792 0.0792 0 2.0000 0.5 1.0 0.0 0.006267361111111111 0.006267361111111111 6457
56.9500 -0.2340 31.8000 0.1137 0.1137 0 1.3600 0.5 1.0 0.0 0.012920111111111111 0.012920111111111111 6470
58.4960 0.4390 38.2000 0.0815 0.0815 0 3.2700 0.5 1.0 0.0 0.006642249999999998 0.006642249999999998 6474
59.4350 -0.2320 27.1000 0.1275 0.1275 0 1.4700 -0.5 1.0 0.0 0.01625625 0.01625625 6479
59.7890 0.0140 21.9000 0.1738 0.1738 0 1.2300 -0.5 1.0 0.0 0.03021802777777778 0.03021802777777778 6486
60.5740 -0.1810 5.1000 0.0137 0.0137 0 0.7100 0.5 1.0 0.0 0.00018677777777777773 0.00018677777777777773 6494
60.9010 -0.1350 22.8000 0.0550 0.0550 0 1.0900 0.5 1.0 0.0 0.0030249999999999995 0.0030249999999999995 6495
61.4910 0.1020 22.2000 0.0773 0.0773 0 1.2900 0.5 1.0 0.0 0.005980444444444443 0.005980444444444443 6497
64.1880 -0.4490 21.7000 0.0908 0.0908 0 1.0200 -0.5 1.0 0.0 0.008250694444444444 0.008250694444444444 6504
