| x_pos | y_pos | z_pos |   lon |   lat |   vel | comp |    dist | e_dist |   prob | arm |
|     0 |    85 |   250 | 20.01 | -0.58 |  48.2 |    1 |   3.396 | 0.1795 |    1.0 | ScN |
|     0 |    85 |   278 | 20.01 | -0.58 |  54.1 |    1 |  3.4517 | 0.1928 |    1.0 | ScN |
|     0 |    86 |   136 | 20.01 | -0.58 |  24.0 |    1 |  1.8492 | 0.2175 | 0.7164 | SgN |
|     0 |    86 |   136 | 20.01 | -0.58 |  24.0 |    2 |  3.1622 | 0.2626 | 0.2836 | ScN |
|     0 |    86 |   233 | 20.01 | -0.58 |  44.6 |    1 |  3.3547 | 0.1779 |    1.0 | ScN |
|     0 |    86 |   250 | 20.01 | -0.58 |  48.2 |    1 |   3.396 | 0.1795 |    1.0 | ScN |
|     0 |    86 |   279 | 20.01 | -0.58 |  54.3 |    1 |  3.4531 | 0.1935 |    1.0 | ScN |
|     0 |    86 |   329 | 20.01 | -0.58 |  65.0 |    1 |  3.7679 | 0.4385 | 0.3093 | ScN |
|     0 |    86 |   329 | 20.01 | -0.58 |  65.0 |    2 |  5.0374 | 0.3329 | 0.6907 | Nor |
|     0 |    87 |   233 | 20.01 | -0.57 |  44.6 |    1 |  3.3547 |  0.178 |    1.0 | ScN |
|     0 |    87 |   251 | 20.01 | -0.57 |  48.4 |    1 |  3.3999 | 0.1783 |    1.0 | ScN |
|     0 |    87 |   280 | 20.01 | -0.57 |  54.6 |    1 |  3.4552 | 0.1948 |    1.0 | ScN |
|     0 |    87 |   326 | 20.01 | -0.57 |  64.3 |    1 |    3.76 | 0.4279 | 0.3515 | ScN |
|     0 |    87 |   326 | 20.01 | -0.57 |  64.3 |    2 |  5.0433 | 0.3393 | 0.6485 | Nor |
|     0 |    88 |   134 | 20.01 | -0.56 |  23.5 |    1 |  1.8432 | 0.2167 | 0.7549 | SgN |
|     0 |    88 |   134 | 20.01 | -0.56 |  23.5 |    2 |  3.1603 | 0.2652 | 0.2451 | ScN |
|     0 |    88 |   236 | 20.01 | -0.56 |  45.2 |    1 |  3.3617 |  0.178 |    1.0 | ScN |
|     0 |    88 |   250 | 20.01 | -0.56 |  48.2 |    1 |  3.3961 | 0.1798 |    1.0 | ScN |
